"","female_1","female_0","male_1","male_0","p_value","adjusted_p_value"
"RCC2"," 1","94","  2","254","0.999999999999992","1"
"RCE1"," 1","94","  4","252","1","1"
"RCHY1"," 1","94","  3","253","0.999999999999992","1"
"RCN1"," 2","93","  2","254","0.636637597230118","1"
"RCN2"," 1","94","  1","255","1","1"
"RCOR1"," 1","94","  0","256","0.605203450856607","1"
"RCOR2"," 2","93","  0","256","0.125983856185046","1"
"RCOR3"," 3","92","  2","254","0.245008904620463","1"
"RCSD1"," 1","94","  5","251","0.908554613649432","1"
"RDH10"," 1","94","  0","256","0.605203450856607","1"
"RDH12"," 1","94","  1","255","1","1"
"RDH13"," 1","94","  1","255","1","1"
"RDH14"," 1","94","  1","255","1","1"
"RDH16"," 1","94","  4","252","1","1"
"RDM1"," 3","92","  1","255","0.108660522638231","1"
"RDX"," 2","93","  3","253","0.881751182552064","1"
"REC114"," 2","93","  1","255","0.369227083836679","1"
"REC8"," 1","94","  3","253","0.999999999999992","1"
"RECK"," 1","94","  3","253","0.999999999999992","1"
"RECQL"," 1","94","  5","251","0.908554613649432","1"
"RECQL4"," 1","94","  4","252","1","1"
"REEP2"," 1","94","  2","254","0.999999999999992","1"
"REEP5"," 1","94","  2","254","0.999999999999992","1"
"REG1A"," 5","90"," 17","239","0.821801589194544","1"
"REG1B"," 4","91"," 16","240","0.636050228872229","1"
"REG1P"," 7","88"," 14","242","0.679272216041629","1"
"REG3A"," 4","91"," 16","240","0.636050228872229","1"
"REG3G"," 4","91"," 15","241","0.733033765874222","1"
"REL"," 1","94","  1","255","1","1"
"RELA"," 1","94","  2","254","0.999999999999992","1"
"RELB"," 1","94","  0","256","0.605203450856607","1"
"RELN","12","83"," 51","205","0.15422240763333","1"
"RELT"," 1","94","  3","253","0.999999999999992","1"
"REM2"," 1","94","  0","256","0.605203450856607","1"
"REN"," 1","94","  2","254","0.999999999999992","1"
"RENBP"," 1","94","  3","253","0.999999999999992","1"
"REPIN1"," 2","93","  5","251","1","1"
"REPS1"," 1","94","  1","255","1","1"
"REPS2"," 1","94","  1","255","1","1"
"RERE"," 3","92","  3","253","0.416817710957982","1"
"REST"," 5","90","  9","247","0.662562128500379","1"
"RET"," 3","92"," 14","242","0.537760765237931","1"
"RETN"," 1","94","  1","255","1","1"
"RETSAT"," 1","94","  1","255","1","1"
"REV1"," 1","94","  9","247","0.383611962248682","1"
"REV3L"," 4","91"," 11","245","0.999999999999998","1"
"REXO1L1P"," 2","93"," 11","245","0.517040161659325","1"
"REXO4"," 1","94","  1","255","1","1"
"RFC1"," 1","94","  5","251","0.908554613649432","1"
"RFC2"," 1","94","  1","255","1","1"
"RFC4"," 2","93","  5","251","1","1"
"RFK"," 1","94","  0","256","0.605203450856607","1"
"RFNG"," 1","94","  1","255","1","1"
"RFPL1"," 2","93","  4","252","0.999999999999999","1"
"RFPL2"," 2","93","  8","248","0.881432743834035","1"
"RFPL3"," 1","94","  8","248","0.476878026262975","1"
"RFPL4B"," 3","92","  3","253","0.416817710957982","1"
"RFWD2"," 1","94"," 13","243","0.159922817137625","1"
"RFWD3"," 2","93","  2","254","0.636637597230118","1"
"RFX1"," 1","94","  7","249","0.592298080633525","1"
"RFX3"," 2","93","  5","251","1","1"
"RFX4"," 4","91","  8","248","0.867609436433505","1"
"RFX5"," 1","94","  2","254","0.999999999999992","1"
"RFX6","12","83"," 12","244","0.0172192378471493","1"
"RFX7"," 1","94","  9","247","0.383611962248682","1"
"RGAG1","12","83","  8","248","0.00160712782297401","1"
"RGAG4"," 1","94","  4","252","1","1"
"RGL1"," 2","93","  8","248","0.881432743834035","1"
"RGL4"," 2","93","  2","254","0.636637597230118","1"
"RGMB"," 1","94","  1","255","1","1"
"RGN"," 2","93","  0","256","0.125983856185046","1"
"RGPD2"," 5","90","  4","252","0.116687581807591","1"
"RGPD3"," 4","91"," 14","242","0.839526263804131","1"
"RGPD8"," 1","94","  7","249","0.592298080633525","1"
"RGR"," 1","94","  3","253","0.999999999999992","1"
"RGS11"," 1","94","  2","254","0.999999999999992","1"
"RGS12"," 3","92","  7","249","0.999999999999996","1"
"RGS16"," 1","94","  0","256","0.605203450856607","1"
"RGS19"," 1","94","  0","256","0.605203450856607","1"
"RGS2"," 1","94","  3","253","0.999999999999992","1"
"RGS21"," 2","93","  3","253","0.881751182552064","1"
"RGS22"," 5","90"," 14","242","1","1"
"RGS3"," 1","94","  7","249","0.592298080633525","1"
"RGS4"," 2","93","  3","253","0.881751182552064","1"
"RGS5"," 2","93","  2","254","0.636637597230118","1"
"RGS6"," 3","92","  7","249","0.999999999999996","1"
"RGS7"," 5","90"," 16","240","0.925838559591997","1"
"RGS7BP"," 2","93","  0","256","0.125983856185046","1"
"RGS9"," 4","91","  2","254","0.0820750576953345","1"
"RGS9BP"," 1","94","  2","254","0.999999999999992","1"
"RHAG"," 2","93"," 10","246","0.620997873432888","1"
"RHBDD1"," 1","94","  3","253","0.999999999999992","1"
"RHBDF1"," 1","94","  1","255","1","1"
"RHBDF2"," 1","94","  5","251","0.908554613649432","1"
"RHBDL1"," 1","94","  0","256","0.605203450856607","1"
"RHBDL2"," 1","94","  3","253","0.999999999999992","1"
"RHBDL3"," 1","94","  1","255","1","1"
"RHBG"," 1","94","  1","255","1","1"
"RHCE"," 1","94","  2","254","0.999999999999992","1"
"RHCG"," 2","93","  5","251","1","1"
"RHD"," 1","94","  3","253","0.999999999999992","1"
"RHEBL1"," 1","94","  2","254","0.999999999999992","1"
"RHOA"," 1","94","  2","254","0.999999999999992","1"
"RHOBTB2"," 1","94","  4","252","1","1"
"RHOBTB3"," 1","94","  1","255","1","1"
"RHOH"," 3","92","  3","253","0.416817710957982","1"
"RHOQ"," 1","94","  1","255","1","1"
"RHOT1"," 1","94","  3","253","0.999999999999992","1"
"RHOU"," 1","94","  1","255","1","1"
"RHOXF1"," 1","94","  2","254","0.999999999999992","1"
"RHOXF2"," 1","94","  0","256","0.605203450856607","1"
"RIBC2"," 1","94","  1","255","1","1"
"RIC1"," 2","93","  5","251","1","1"
"RIC8A"," 1","94","  3","253","0.999999999999992","1"
"RIC8B"," 1","94","  1","255","1","1"
"RICTOR"," 7","88","  8","248","0.147229993192125","1"
"RIF1"," 3","92"," 14","242","0.537760765237931","1"
"RILPL1"," 1","94","  1","255","1","1"
"RIMBP2"," 4","91"," 10","246","1","1"
"RIMS1"," 6","89"," 32","224","0.143352140556066","1"
"RIMS2"," 8","87"," 26","230","0.77545565855438","1"
"RIMS4"," 3","92","  4","252","0.602897373489306","1"
"RIN1"," 1","94","  2","254","0.999999999999992","1"
"RIN2"," 2","93","  4","252","0.999999999999999","1"
"RIN3"," 5","90","  6","250","0.293724357263609","1"
"RING1"," 1","94","  4","252","1","1"
"RINL"," 1","94","  3","253","0.999999999999992","1"
"RINT1"," 2","93","  4","252","0.999999999999999","1"
"RIOK1"," 2","93","  2","254","0.636637597230118","1"
"RIOK3"," 1","94","  2","254","0.999999999999992","1"
"RIPK2"," 3","92","  4","252","0.602897373489306","1"
"RIPK3"," 1","94","  1","255","1","1"
"RIPK4"," 3","92","  6","250","0.961141301354855","1"
"RIT2"," 3","92","  4","252","0.602897373489306","1"
"RITA1"," 1","94","  1","255","1","1"
"RLF"," 1","94","  4","252","1","1"
"RLIM"," 2","93","  2","254","0.636637597230118","1"
"RLN2"," 1","94","  0","256","0.605203450856607","1"
"RLTPR"," 3","92","  3","253","0.416817710957982","1"
"RMDN3"," 1","94","  1","255","1","1"
"RMND1"," 1","94","  1","255","1","1"
"RMND5B"," 2","93","  2","254","0.636637597230118","1"
"RN7SL248P"," 2","93","  6","250","0.999999999999998","1"
"RN7SL319P"," 1","94","  3","253","0.999999999999992","1"
"RN7SL453P"," 1","94","  4","252","1","1"
"RN7SL545P"," 2","93","  0","256","0.125983856185046","1"
"RN7SL860P"," 1","94","  2","254","0.999999999999992","1"
"RNA5-8SP2"," 2","93","  2","254","0.636637597230118","1"
"RNA5SP206"," 1","94","  4","252","1","1"
"RNASE10"," 3","92","  3","253","0.416817710957982","1"
"RNASE11"," 3","92","  2","254","0.245008904620463","1"
"RNASE13"," 1","94","  4","252","1","1"
"RNASE2"," 2","93","  2","254","0.636637597230118","1"
"RNASE3"," 1","94","  4","252","1","1"
"RNASE8"," 1","94","  3","253","0.999999999999992","1"
"RNASEH2B"," 1","94","  1","255","1","1"
"RNASEL"," 2","93","  6","250","0.999999999999998","1"
"RNF10"," 4","91","  3","253","0.167725234970293","1"
"RNF103"," 1","94","  4","252","1","1"
"RNF11"," 1","94","  1","255","1","1"
"RNF111"," 1","94","  7","249","0.592298080633525","1"
"RNF113A"," 3","92","  1","255","0.108660522638231","1"
"RNF113B"," 1","94","  2","254","0.999999999999992","1"
"RNF123"," 1","94","  2","254","0.999999999999992","1"
"RNF128"," 1","94","  2","254","0.999999999999992","1"
"RNF13"," 1","94","  1","255","1","1"
"RNF130"," 1","94","  2","254","0.999999999999992","1"
"RNF133"," 1","94","  9","247","0.383611962248682","1"
"RNF135"," 1","94","  1","255","1","1"
"RNF138"," 1","94","  3","253","0.999999999999992","1"
"RNF139"," 1","94","  1","255","1","1"
"RNF144A"," 3","92","  7","249","0.999999999999996","1"
"RNF144B"," 1","94","  1","255","1","1"
"RNF148"," 1","94","  4","252","1","1"
"RNF150"," 1","94","  1","255","1","1"
"RNF17"," 4","91"," 12","244","0.999999999999997","1"
"RNF170"," 1","94","  1","255","1","1"
"RNF180"," 1","94","  1","255","1","1"
"RNF181"," 1","94","  1","255","1","1"
"RNF185"," 1","94","  3","253","0.999999999999992","1"
"RNF186"," 1","94","  3","253","0.999999999999992","1"
"RNF20"," 2","93","  3","253","0.881751182552064","1"
"RNF207"," 1","94","  3","253","0.999999999999992","1"
"RNF212"," 1","94","  1","255","1","1"
"RNF213"," 5","90"," 21","235","0.480764016745459","1"
"RNF214"," 3","92","  5","251","0.78756460509902","1"
"RNF216P1"," 1","94","  0","256","0.605203450856607","1"
"RNF217"," 1","94","  6","250","0.734554681133856","1"
"RNF217-AS1"," 1","94","  3","253","0.999999999999992","1"
"RNF219"," 2","93","  4","252","0.999999999999999","1"
"RNF220"," 1","94","  2","254","0.999999999999992","1"
"RNF26"," 2","93","  2","254","0.636637597230118","1"
"RNF31"," 1","94"," 10","246","0.308414001408589","1"
"RNF38"," 1","94","  6","250","0.734554681133856","1"
"RNF39"," 1","94","  1","255","1","1"
"RNF40"," 2","93","  5","251","1","1"
"RNF6"," 1","94","  7","249","0.592298080633525","1"
"RNFT2"," 1","94","  0","256","0.605203450856607","1"
"RNGTT"," 2","93","  5","251","1","1"
"RNLS"," 1","94","  5","251","0.908554613649432","1"
"RNMT"," 2","93","  5","251","1","1"
"RNMTL1"," 1","94","  2","254","0.999999999999992","1"
"RNPEP"," 1","94","  0","256","0.605203450856607","1"
"RNU1-61P"," 1","94","  0","256","0.605203450856607","1"
"RNU6-104P"," 1","94","  3","253","0.999999999999992","1"
"RNU6-1266P"," 1","94","  1","255","1","1"
"RNU6-389P"," 1","94","  4","252","1","1"
"RNU6-55P"," 1","94","  1","255","1","1"
"RNU7-115P"," 2","93","  1","255","0.369227083836679","1"
"RNY4P30"," 2","93","  4","252","0.999999999999999","1"
"ROBO1"," 5","90"," 11","245","0.922221986109759","1"
"ROBO2"," 6","89"," 10","246","0.500565198420244","1"
"ROBO3"," 5","90"," 17","239","0.821801589194544","1"
"ROBO4"," 1","94"," 20","236","0.0340706164773093","1"
"ROCK1"," 5","90","  5","251","0.19529909178469","1"
"ROCK2"," 4","91","  6","250","0.566675816077286","1"
"ROM1"," 1","94","  1","255","1","1"
"ROR2"," 1","94","  9","247","0.383611962248682","1"
"RORA"," 1","94","  2","254","0.999999999999992","1"
"RORB"," 1","94","  2","254","0.999999999999992","1"
"ROS1"," 6","89"," 27","229","0.316859467882719","1"
"RP1"," 6","89"," 34","222","0.101923900525044","1"
"RP1-274L7.1"," 1","94","  0","256","0.605203450856607","1"
"RP11-1007I13.4"," 6","89","  6","250","0.136497771986888","1"
"RP11-108K14.8"," 3","92","  2","254","0.245008904620463","1"
"RP11-113D6.10"," 2","93","  3","253","0.881751182552064","1"
"RP11-119F19.5"," 1","94","  5","251","0.908554613649432","1"
"RP11-147L13.11"," 1","94","  3","253","0.999999999999992","1"
"RP11-147L13.13"," 1","94","  3","253","0.999999999999992","1"
"RP11-169L17.5"," 2","93","  2","254","0.636637597230118","1"
"RP11-175P13.3"," 1","94","  1","255","1","1"
"RP11-17M15.1"," 2","93","  1","255","0.369227083836679","1"
"RP11-193H5.1"," 3","92"," 13","243","0.632415098509811","1"
"RP11-195E2.1"," 1","94","  1","255","1","1"
"RP11-213G2.3"," 2","93","  3","253","0.881751182552064","1"
"RP11-219A15.2"," 2","93","  0","256","0.125983856185046","1"
"RP11-219C24.6"," 1","94","  5","251","0.908554613649432","1"
"RP11-22B23.1"," 2","93","  3","253","0.881751182552064","1"
"RP11-231C14.4"," 2","93","  2","254","0.636637597230118","1"
"RP11-23J9.4"," 1","94","  2","254","0.999999999999992","1"
"RP11-240B13.2"," 2","93"," 10","246","0.620997873432888","1"
"RP11-24M17.5"," 1","94","  1","255","1","1"
"RP11-252A24.2"," 2","93","  8","248","0.881432743834035","1"
"RP11-257K9.8"," 2","93","  0","256","0.125983856185046","1"
"RP11-262D11.2"," 1","94","  2","254","0.999999999999992","1"
"RP11-313I2.11"," 3","92","  9","247","0.999999999999999","1"
"RP11-313J2.1"," 1","94","  1","255","1","1"
"RP11-32B5.7"," 4","91","  6","250","0.566675816077286","1"
"RP11-32B5.8"," 2","93","  6","250","0.999999999999998","1"
"RP11-335F8.2"," 1","94","  6","250","0.734554681133856","1"
"RP11-342M1.7"," 1","94","  1","255","1","1"
"RP11-346J10.2"," 1","94","  2","254","0.999999999999992","1"
"RP11-35N6.1"," 2","93","  7","249","0.999999999999997","1"
"RP11-368J21.3"," 3","92","  4","252","0.602897373489306","1"
"RP11-379K17.4"," 1","94","  7","249","0.592298080633525","1"
"RP11-395E19.2"," 2","93","  3","253","0.881751182552064","1"
"RP11-396K3.1"," 1","94","  0","256","0.605203450856607","1"
"RP11-404K5.2"," 1","94","  1","255","1","1"
"RP11-407N17.3"," 5","90","  6","250","0.293724357263609","1"
"RP11-434D2.2"," 1","94","  1","255","1","1"
"RP11-445N18.7"," 2","93","  4","252","0.999999999999999","1"
"RP11-449H3.3"," 1","94","  3","253","0.999999999999992","1"
"RP11-44F14.1"," 1","94","  0","256","0.605203450856607","1"
"RP11-467L19.14"," 1","94","  1","255","1","1"
"RP11-473M10.3"," 3","92","  2","254","0.245008904620463","1"
"RP11-483E23.2"," 1","94","  2","254","0.999999999999992","1"
"RP11-508N22.9"," 1","94","  1","255","1","1"
"RP11-545J16.1"," 2","93","  3","253","0.881751182552064","1"
"RP11-551L14.1"," 2","93","  7","249","0.999999999999997","1"
"RP11-556N21.1"," 1","94","  1","255","1","1"
"RP11-574M7.2"," 2","93"," 10","246","0.620997873432888","1"
"RP11-598D12.4"," 2","93","  2","254","0.636637597230118","1"
"RP11-656G20.1"," 2","93","  1","255","0.369227083836679","1"
"RP11-693N9.2"," 2","93","  3","253","0.881751182552064","1"
"RP11-701H24.4"," 2","93","  2","254","0.636637597230118","1"
"RP11-707M1.1"," 8","87"," 23","233","0.999999999999999","1"
"RP11-707O23.5"," 2","93","  6","250","0.999999999999998","1"
"RP11-71H17.7"," 1","94","  1","255","1","1"
"RP11-756A22.7"," 1","94","  0","256","0.605203450856607","1"
"RP11-803B1.8"," 1","94","  3","253","0.999999999999992","1"
"RP11-80F22.15"," 1","94","  2","254","0.999999999999992","1"
"RP11-812E19.9"," 2","93","  3","253","0.881751182552064","1"
"RP11-85G18.6"," 1","94","  5","251","0.908554613649432","1"
"RP11-87C7.3"," 1","94","  1","255","1","1"
"RP11-87H9.2"," 1","94","  1","255","1","1"
"RP11-889L3.1"," 2","93","  1","255","0.369227083836679","1"
"RP11-96C23.10"," 2","93","  5","251","1","1"
"RP11-96O20.2"," 2","93","  0","256","0.125983856185046","1"
"RP13-104F24.2"," 1","94","  7","249","0.592298080633525","1"
"RP13-33H18.1"," 1","94","  0","256","0.605203450856607","1"
"RP1L1"," 7","88"," 30","226","0.325309684238672","1"
"RP3-368A4.5"," 1","94","  0","256","0.605203450856607","1"
"RP4-595K12.2"," 3","92","  2","254","0.245008904620463","1"
"RP4-604G5.3"," 2","93","  0","256","0.125983856185046","1"
"RP5-998N21.4"," 1","94","  3","253","0.999999999999992","1"
"RPA1"," 1","94","  0","256","0.605203450856607","1"
"RPA4"," 5","90","  2","254","0.025164924751775","1"
"RPAP1"," 5","90","  7","249","0.407767841074619","1"
"RPAP2"," 3","92","  3","253","0.416817710957982","1"
"RPAP3"," 1","94","  2","254","0.999999999999992","1"
"RPE65"," 2","93","  3","253","0.881751182552064","1"
"RPEL1"," 1","94","  1","255","1","1"
"RPGR"," 4","91","  2","254","0.0820750576953345","1"
"RPGRIP1"," 3","92","  3","253","0.416817710957982","1"
"RPGRIP1L"," 2","93","  6","250","0.999999999999998","1"
"RPH3A"," 5","90"," 14","242","1","1"
"RPIA"," 1","94","  2","254","0.999999999999992","1"
"RPL10"," 3","92","  3","253","0.416817710957982","1"
"RPL10L"," 3","92","  6","250","0.961141301354855","1"
"RPL21P44"," 1","94","  1","255","1","1"
"RPL22L1"," 2","93","  2","254","0.636637597230118","1"
"RPL23A"," 2","93","  0","256","0.125983856185046","1"
"RPL23AP53"," 1","94","  0","256","0.605203450856607","1"
"RPL31P11"," 1","94","  6","250","0.734554681133856","1"
"RPL31P57"," 1","94","  3","253","0.999999999999992","1"
"RPL36A"," 2","93","  0","256","0.125983856185046","1"
"RPL37A"," 2","93","  3","253","0.881751182552064","1"
"RPL39"," 1","94","  0","256","0.605203450856607","1"
"RPL7A"," 1","94","  2","254","0.999999999999992","1"
"RPLP0"," 1","94","  0","256","0.605203450856607","1"
"RPLP0P2"," 1","94","  6","250","0.734554681133856","1"
"RPP38"," 2","93","  2","254","0.636637597230118","1"
"RPP40"," 1","94","  4","252","1","1"
"RPRD2"," 2","93","  7","249","0.999999999999997","1"
"RPS11"," 1","94","  1","255","1","1"
"RPS17"," 1","94","  3","253","0.999999999999992","1"
"RPS2"," 1","94","  1","255","1","1"
"RPS24"," 1","94","  0","256","0.605203450856607","1"
"RPS26"," 1","94","  2","254","0.999999999999992","1"
"RPS26P11"," 2","93","  0","256","0.125983856185046","1"
"RPS27L"," 1","94","  2","254","0.999999999999992","1"
"RPS4XP21"," 1","94","  0","256","0.605203450856607","1"
"RPS6"," 2","93","  2","254","0.636637597230118","1"
"RPS6KA2"," 4","91","  4","252","0.282617602400756","1"
"RPS6KA3"," 3","92","  3","253","0.416817710957982","1"
"RPS6KA5"," 2","93","  4","252","0.999999999999999","1"
"RPS6KA6"," 6","89","  3","253","0.0198652053183728","1"
"RPS6KB2"," 1","94","  4","252","1","1"
"RPS6KC1"," 3","92","  7","249","0.999999999999996","1"
"RPS6KL1"," 1","94","  1","255","1","1"
"RPS9"," 1","94","  1","255","1","1"
"RPSA"," 1","94","  1","255","1","1"
"RPSAP52"," 3","92","  4","252","0.602897373489306","1"
"RPSAP58"," 2","93","  2","254","0.636637597230118","1"
"RPTN"," 5","90","  7","249","0.407767841074619","1"
"RPTOR"," 1","94","  4","252","1","1"
"RPUSD2"," 1","94","  1","255","1","1"
"RRAGB"," 1","94","  0","256","0.605203450856607","1"
"RRAGD"," 2","93","  2","254","0.636637597230118","1"
"RRAS"," 1","94","  1","255","1","1"
"RRAS2"," 1","94","  3","253","0.999999999999992","1"
"RRBP1"," 1","94","  7","249","0.592298080633525","1"
"RREB1"," 2","93","  9","247","0.742124259250047","1"
"RRM2B"," 1","94","  3","253","0.999999999999992","1"
"RRN3P1"," 1","94","  2","254","0.999999999999992","1"
"RRN3P3"," 2","93","  1","255","0.369227083836679","1"
"RRNAD1"," 1","94","  0","256","0.605203450856607","1"
"RRP1"," 1","94","  0","256","0.605203450856607","1"
"RRP12"," 3","92","  6","250","0.961141301354855","1"
"RRP15"," 2","93","  4","252","0.999999999999999","1"
"RRP1B"," 1","94","  3","253","0.999999999999992","1"
"RRP9"," 1","94","  1","255","1","1"
"RRS1"," 1","94","  0","256","0.605203450856607","1"
"RSAD2"," 3","92","  7","249","0.999999999999996","1"
"RSBN1"," 2","93","  6","250","0.999999999999998","1"
"RSBN1L"," 1","94","  2","254","0.999999999999992","1"
"RSC1A1"," 2","93","  2","254","0.636637597230118","1"
"RSF1"," 4","91","  4","252","0.282617602400756","1"
"RSL1D1"," 1","94","  1","255","1","1"
"RSPH1"," 1","94","  1","255","1","1"
"RSPH10B"," 3","92","  1","255","0.108660522638231","1"
"RSPH10B2"," 1","94","  3","253","0.999999999999992","1"
"RSPH14"," 1","94","  3","253","0.999999999999992","1"
"RSPH3"," 1","94","  1","255","1","1"
"RSPH6A"," 3","92","  8","248","0.999999999999997","1"
"RSPH9"," 1","94","  0","256","0.605203450856607","1"
"RSPO1"," 1","94","  7","249","0.592298080633525","1"
"RSPO2"," 3","92"," 10","246","0.990600924893009","1"
"RSPO3"," 1","94","  4","252","1","1"
"RSRC1"," 1","94","  6","250","0.734554681133856","1"
"RSRP1"," 1","94","  2","254","0.999999999999992","1"
"RSU1P2"," 3","92","  2","254","0.245008904620463","1"
"RTCA"," 2","93","  0","256","0.125983856185046","1"
"RTEL1"," 1","94","  5","251","0.908554613649432","1"
"RTF1"," 1","94","  3","253","0.999999999999992","1"
"RTKN2"," 1","94","  4","252","1","1"
"RTN1"," 4","91"," 20","236","0.342138027820193","1"
"RTN2"," 1","94","  2","254","0.999999999999992","1"
"RTN4"," 3","92","  5","251","0.78756460509902","1"
"RTP1"," 2","93","  1","255","0.369227083836679","1"
"RTP2"," 1","94","  6","250","0.734554681133856","1"
"RTP3"," 2","93","  3","253","0.881751182552064","1"
"RTP4"," 1","94","  4","252","1","1"
"RTTN","11","84"," 18","238","0.247350886386364","1"
"RUFY2"," 2","93","  2","254","0.636637597230118","1"
"RUFY3"," 1","94","  5","251","0.908554613649432","1"
"RUNDC3B"," 1","94","  7","249","0.592298080633525","1"
"RUNX1"," 1","94","  1","255","1","1"
"RUNX1T1"," 7","88"," 17","239","0.99837698214795","1"
"RUNX2"," 3","92","  6","250","0.961141301354855","1"
"RUNX3"," 1","94","  1","255","1","1"
"RUSC1"," 4","91","  4","252","0.282617602400756","1"
"RUSC2"," 1","94","  4","252","1","1"
"RUVBL1"," 2","93","  4","252","0.999999999999999","1"
"RWDD1"," 2","93","  1","255","0.369227083836679","1"
"RWDD3"," 1","94","  1","255","1","1"
"RWDD4P2"," 2","93","  3","253","0.881751182552064","1"
"RXFP1"," 4","91","  8","248","0.867609436433505","1"
"RXFP2"," 5","90"," 11","245","0.922221986109759","1"
"RXFP3"," 2","93","  9","247","0.742124259250047","1"
"RXFP4"," 1","94","  1","255","1","1"
"RXRA"," 1","94","  1","255","1","1"
"RXRB"," 4","91","  3","253","0.167725234970293","1"
"RXRG"," 4","91","  4","252","0.282617602400756","1"
"RYR1","14","81"," 47","209","0.523966762809291","1"
"RYR2","38","57"," 99","157","0.917574419314688","1"
"RYR3","13","82"," 50","206","0.26625622554652","1"
"S100A11"," 1","94","  4","252","1","1"
"S100A2"," 1","94","  3","253","0.999999999999992","1"
"S100A4"," 1","94","  0","256","0.605203450856607","1"
"S100A7"," 1","94","  1","255","1","1"
"S100A7A"," 1","94","  1","255","1","1"
"S100PBP"," 1","94","  2","254","0.999999999999992","1"
"S1PR1"," 2","93","  4","252","0.999999999999999","1"
"S1PR3"," 1","94","  4","252","1","1"
"S1PR4"," 1","94","  3","253","0.999999999999992","1"
"SAA2-SAA4"," 2","93","  0","256","0.125983856185046","1"
"SACM1L"," 1","94","  2","254","0.999999999999992","1"
"SACS"," 4","91"," 26","230","0.119858332111779","1"
"SAE1"," 1","94","  2","254","0.999999999999992","1"
"SAFB"," 1","94","  5","251","0.908554613649432","1"
"SAFB2"," 1","94","  1","255","1","1"
"SAGE1","12","83"," 16","240","0.0820572116925464","1"
"SALL1"," 8","87"," 23","233","0.999999999999999","1"
"SALL2"," 2","93","  7","249","0.999999999999997","1"
"SALL3"," 4","91"," 20","236","0.342138027820193","1"
"SALL4"," 6","89"," 10","246","0.500565198420244","1"
"SAMD13"," 1","94","  4","252","1","1"
"SAMD14"," 1","94","  1","255","1","1"
"SAMD3"," 2","93"," 10","246","0.620997873432888","1"
"SAMD4B"," 1","94","  4","252","1","1"
"SAMD7"," 3","92","  7","249","0.999999999999996","1"
"SAMD8"," 1","94","  2","254","0.999999999999992","1"
"SAMD9"," 4","91"," 12","244","0.999999999999997","1"
"SAMD9L"," 8","87","  8","248","0.0679208199883714","1"
"SAMHD1"," 3","92","  5","251","0.78756460509902","1"
"SAMM50"," 1","94","  0","256","0.605203450856607","1"
"SAP30BP"," 1","94","  5","251","0.908554613649432","1"
"SAR1B"," 1","94","  0","256","0.605203450856607","1"
"SARDH"," 1","94","  6","250","0.734554681133856","1"
"SARS2"," 1","94","  4","252","1","1"
"SART1"," 1","94","  3","253","0.999999999999992","1"
"SART3"," 1","94","  4","252","1","1"
"SASH1"," 2","93","  6","250","0.999999999999998","1"
"SASH3"," 1","94","  0","256","0.605203450856607","1"
"SASS6"," 2","93","  5","251","1","1"
"SAT1"," 1","94","  1","255","1","1"
"SAT2"," 1","94","  2","254","0.999999999999992","1"
"SATB1"," 1","94","  7","249","0.592298080633525","1"
"SATB2"," 4","91"," 16","240","0.636050228872229","1"
"SATL1"," 5","90","  7","249","0.407767841074619","1"
"SAXO1"," 2","93","  4","252","0.999999999999999","1"
"SAYSD1"," 1","94","  3","253","0.999999999999992","1"
"SBF1"," 3","92","  3","253","0.416817710957982","1"
"SBK1"," 1","94","  0","256","0.605203450856607","1"
"SBNO1"," 1","94","  3","253","0.999999999999992","1"
"SBSN"," 3","92"," 11","245","0.859096246449638","1"
"SBSPON"," 1","94","  1","255","1","1"
"SC5D"," 2","93","  1","255","0.369227083836679","1"
"SCAMP1"," 1","94","  2","254","0.999999999999992","1"
"SCAMP2"," 1","94","  1","255","1","1"
"SCAMP3"," 1","94","  2","254","0.999999999999992","1"
"SCAPER"," 2","93","  5","251","1","1"
"SCARA5"," 3","92","  4","252","0.602897373489306","1"
"SCARB1"," 1","94","  1","255","1","1"
"SCARB2"," 1","94","  0","256","0.605203450856607","1"
"SCARF2"," 2","93","  1","255","0.369227083836679","1"
"SCCPDH"," 1","94","  7","249","0.592298080633525","1"
"SCD"," 1","94","  0","256","0.605203450856607","1"
"SCEL"," 1","94","  9","247","0.383611962248682","1"
"SCFD1"," 2","93","  3","253","0.881751182552064","1"
"SCG2"," 1","94","  4","252","1","1"
"SCGB2A1"," 2","93","  0","256","0.125983856185046","1"
"SCGB2A2"," 1","94","  1","255","1","1"
"SCGN"," 1","94","  4","252","1","1"
"SCIN"," 1","94","  1","255","1","1"
"SCLT1"," 2","93","  5","251","1","1"
"SCLY"," 1","94","  2","254","0.999999999999992","1"
"SCML1"," 1","94","  0","256","0.605203450856607","1"
"SCML2"," 1","94","  1","255","1","1"
"SCML4"," 1","94","  7","249","0.592298080633525","1"
"SCN10A"," 9","86"," 20","236","0.776353894073788","1"
"SCN11A"," 6","89"," 19","237","0.900979476377459","1"
"SCN1A","13","82"," 31","225","0.830169855521026","1"
"SCN1B"," 2","93","  2","254","0.636637597230118","1"
"SCN2A"," 9","86"," 35","221","0.382141897497554","1"
"SCN2B"," 1","94","  1","255","1","1"
"SCN3A"," 6","89"," 19","237","0.900979476377459","1"
"SCN3B"," 4","91","  1","255","0.0295278869997594","1"
"SCN4A"," 6","89"," 16","240","0.999999999999996","1"
