"","female_1","female_0","male_1","male_0","p_value","adjusted_p_value"
"A1BG","  2","167","  2","276","1","1"
"A1CF"," 12","157"," 35","243","0.0938000507442877","0.757847640476094"
"A2M"," 15","154"," 19","259","0.544900483766548","1"
"A2ML1"," 10","159"," 41","237","0.00705309189706708","0.505298650951545"
"A4GALT","  4","165"," 13","265","0.325684207270223","0.987943793141786"
"A4GNT","  1","168","  3","275","0.989831728180177","1"
"AAAS","  3","166","  5","273","0.999999999999998","1"
"AACS","  1","168","  7","271","0.261990128632664","0.949148852110599"
"AACSP1","  4","165","  8","270","0.982227814027532","1"
"AADAC","  9","160","  9","269","0.4004458343093","1"
"AADACL2","  4","165"," 17","261","0.11283417710508","0.806715694828861"
"AADACL3","  5","164"," 12","266","0.636296532737278","1"
"AADACL4","  7","162"," 12","266","0.999999999999996","1"
"AADAT","  2","167"," 10","268","0.218986051780858","0.918488975969745"
"AAED1","  2","167","  1","277","0.662131620517469","1"
"AAK1","  2","167","  6","272","0.699518850960407","1"
"AAMP","  4","165","  7","271","0.999999999999997","1"
"AANAT","  1","168","  1","277","1","1"
"AAR2","  1","168","  6","272","0.367718773581616","1"
"AARS","  2","167","  9","269","0.296308464224681","0.949148852110599"
"AARS2","  2","167","  6","272","0.699518850960407","1"
"AASDH","  1","168","  6","272","0.367718773581616","1"
"AASDHPPT","  3","166","  5","273","0.999999999999998","1"
"AASS","  1","168"," 10","268","0.0941365412071712","0.757847640476094"
"AATF","  3","166","  5","273","0.999999999999998","1"
"AATK","  1","168","  9","269","0.132504078985264","0.806715694828861"
"ABAT","  8","161"," 11","267","0.878355390352751","1"
"ABCA1","  5","164"," 16","262","0.260757305638382","0.949148852110599"
"ABCA10","  4","165"," 27","251","0.00556764233528545","0.478338428456524"
"ABCA12"," 23","146"," 59","219","0.0586583905577157","0.721981823782294"
"ABCA13"," 23","146"," 60","218","0.0480711686612713","0.688255912561599"
"ABCA2","  6","163"," 19","259","0.210184596950074","0.918488975969745"
"ABCA3","  7","162"," 21","257","0.214128845457875","0.918488975969745"
"ABCA4"," 17","152"," 46","232","0.0765097558697463","0.757847640476094"
"ABCA5","  4","165"," 15","263","0.194477478758766","0.883477940569606"
"ABCA6"," 10","159"," 25","253","0.321100385101266","0.987943793141786"
"ABCA7","  2","167"," 21","257","0.00622786545178466","0.478338428456524"
"ABCA8","  8","161"," 34","244","0.0136286687927532","0.568788007759108"
"ABCA9","  8","161"," 19","259","0.484337405457785","1"
"ABCB1"," 18","151"," 30","248","1","1"
"ABCB10","  3","166","  8","270","0.67829183294966","1"
"ABCB11"," 12","157"," 37","241","0.0599267867813634","0.721981823782294"
"ABCB4","  2","167"," 22","256","0.00444519626282074","0.442538865253045"
"ABCB5"," 20","149"," 49","229","0.131446373744786","0.806715694828861"
"ABCB6","  1","168","  3","275","0.989831728180177","1"
"ABCB7","  2","167","  5","273","0.908349341118826","1"
"ABCB8","  2","167","  4","274","0.999999999999998","1"
"ABCB9","  4","165","  6","272","1","1"
"ABCC1","  8","161"," 14","264","0.999999999999996","1"
"ABCC10","  6","163"," 17","261","0.332313976011","0.987943793141786"
"ABCC11","  6","163"," 22","256","0.100004371916965","0.781244518858929"
"ABCC12"," 10","159"," 28","250","0.176248603346841","0.883477940569606"
"ABCC2","  7","162"," 10","268","0.970423059592454","1"
"ABCC3","  8","161"," 35","243","0.0102838671031565","0.551158982089562"
"ABCC4","  6","163"," 16","262","0.412440271601465","1"
"ABCC5","  4","165"," 16","262","0.14861115899602","0.848815341542669"
"ABCC6"," 10","159"," 43","235","0.00400394809202053","0.442538865253045"
"ABCC6P1","  5","164","  8","270","0.999999999999999","1"
"ABCC6P2","  1","168","  2","276","0.999999999999999","1"
"ABCC8","  9","160"," 35","243","0.0194747296899401","0.601055453683411"
"ABCC9"," 21","148"," 48","230","0.215550453240955","0.918488975969745"
"ABCD2","  5","164"," 23","255","0.0406214887044062","0.685742481328244"
"ABCD3","  3","166","  8","270","0.67829183294966","1"
"ABCD4","  4","165","  8","270","0.982227814027532","1"
"ABCE1","  1","168","  8","270","0.186398733431085","0.883477940569606"
"ABCF1","  3","166","  6","272","0.999999999999998","1"
"ABCF2","  2","167","  5","273","0.908349341118826","1"
"ABCF3","  2","167"," 12","266","0.117790639195719","0.806715694828861"
"ABCG1","  4","165"," 14","264","0.252683629677218","0.949148852110599"
"ABCG2","  3","166","  8","270","0.67829183294966","1"
"ABCG4","  2","167"," 11","267","0.160967206250196","0.878892839127951"
"ABCG5","  2","167","  7","271","0.530748471454201","1"
"ABCG8","  8","161"," 16","262","0.803892188612608","1"
"ABHD1","  2","167","  3","275","1","1"
"ABHD11","  1","168","  9","269","0.132504078985264","0.806715694828861"
"ABHD12","  1","168","  4","274","0.717302983522395","1"
"ABHD12B","  2","167","  5","273","0.908349341118826","1"
"ABHD15","  1","168","  5","273","0.514815337354971","1"
"ABHD16A","  2","167","  9","269","0.296308464224681","0.949148852110599"
"ABHD16B","  1","168","  1","277","1","1"
"ABHD17A","  1","168","  4","274","0.717302983522395","1"
"ABHD17AP6","  1","168","  4","274","0.717302983522395","1"
"ABHD17C","  1","168","  0","278","0.801257783137453","1"
"ABHD2","  3","166","  9","269","0.531477381891113","1"
"ABHD5","  2","167","  6","272","0.699518850960407","1"
"ABI1","  3","166","  4","274","1","1"
"ABI2","  1","168","  3","275","0.989831728180177","1"
"ABI3","  2","167","  6","272","0.699518850960407","1"
"ABI3BP","  4","165"," 21","257","0.0355496313600827","0.658044910358988"
"ABL1","  5","164"," 14","264","0.415675632008957","1"
"ABL2","  7","162"," 11","267","0.999999999999999","1"
"ABLIM1","  5","164"," 20","258","0.0934350185285013","0.757847640476094"
"ABLIM2","  6","163"," 15","263","0.506930961603421","1"
"ABLIM3","  3","166"," 11","267","0.315323055617518","0.977353958805452"
"ABO","  3","166","  7","271","0.853088879204452","1"
"ABRA","  6","163"," 17","261","0.332313976011","0.987943793141786"
"ABTB1","  2","167","  5","273","0.908349341118826","1"
"ABTB2","  3","166","  4","274","1","1"
"AC003958.2","  1","168","  3","275","0.989831728180177","1"
"AC004448.5","  3","166","  2","276","0.571799443202513","1"
"AC004987.9","  2","167","  4","274","0.999999999999998","1"
"AC005017.2","  1","168","  8","270","0.186398733431085","0.883477940569606"
"AC005251.3","  2","167","  8","270","0.398256320216477","1"
"AC005631.1","  1","168","  0","278","0.801257783137453","1"
"AC005863.1","  4","165","  5","273","0.946119881195095","1"
"AC007040.11","  1","168","  1","277","1","1"
"AC008268.2","  2","167","  1","277","0.662131620517469","1"
"AC010203.1","  3","166","  8","270","0.67829183294966","1"
"AC010731.4","  2","167"," 10","268","0.218986051780858","0.918488975969745"
"AC011330.5","  1","168","  1","277","1","1"
"AC011453.4","  3","166","  1","277","0.306295342264503","0.967317341596016"
"AC011467.1","  3","166","  9","269","0.531477381891113","1"
"AC015849.16","  8","161"," 18","260","0.57940213414016","1"
"AC016629.3","  1","168","  1","277","1","1"
"AC016734.2","  1","168","  8","270","0.186398733431085","0.883477940569606"
"AC016757.3","  2","167","  7","271","0.530748471454201","1"
"AC023310.1","  3","166","  8","270","0.67829183294966","1"
"AC024560.3","  1","168","  1","277","1","1"
"AC025048.1","  1","168","  1","277","1","1"
"AC027612.6","  2","167","  1","277","0.662131620517469","1"
"AC061975.1","  4","165"," 10","268","0.65695881885658","1"
"AC068538.2","  2","167","  9","269","0.296308464224681","0.949148852110599"
"AC068831.10","  1","168","  2","276","0.999999999999999","1"
"AC073310.4","  7","162"," 16","262","0.597537347156455","1"
"AC073464.11","  1","168","  2","276","0.999999999999999","1"
"AC073869.1","  2","167","  2","276","1","1"
"AC073869.20","  9","160"," 28","250","0.112051729572954","0.806715694828861"
"AC078899.1"," 13","156"," 29","249","0.426393893594511","1"
"AC080008.1","  2","167","  7","271","0.530748471454201","1"
"AC083899.3","  7","162","  7","271","0.499114960359793","1"
"AC090825.1","  8","161"," 20","258","0.401047692512137","1"
"AC091565.1","  2","167"," 13","265","0.0858684854072248","0.757847640476094"
"AC092017.1","  5","164"," 10","268","0.926144913849816","1"
"AC092071.1","  6","163"," 15","263","0.506930961603421","1"
"AC093063.3","  1","168","  3","275","0.989831728180177","1"
"AC093616.4","  2","167","  5","273","0.908349341118826","1"
"AC093838.4","  1","168"," 11","267","0.0668464323856905","0.722824428847335"
"AC096579.13","  2","167","  6","272","0.699518850960407","1"
"AC100757.1","  3","166","  5","273","0.999999999999998","1"
"AC104389.1","  1","168","  2","276","0.999999999999999","1"
"AC105339.2","  1","168","  4","274","0.717302983522395","1"
"AC116165.1","  5","164"," 11","267","0.773068202877066","1"
"AC124312.1","  8","161"," 18","260","0.57940213414016","1"
"AC125232.1","  1","168","  6","272","0.367718773581616","1"
"AC126323.1","  2","167"," 12","266","0.117790639195719","0.806715694828861"
"AC233702.1","  2","167","  1","277","0.662131620517469","1"
"ACAA1","  2","167","  4","274","0.999999999999998","1"
"ACAA2","  1","168","  2","276","0.999999999999999","1"
"ACACA"," 10","159"," 21","257","0.639391854570697","1"
"ACACB"," 11","158"," 23","255","0.618194340102587","1"
"ACAD10","  8","161"," 11","267","0.878355390352751","1"
"ACAD11","  5","164","  7","271","1","1"
"ACAD8","  1","168","  0","278","0.801257783137453","1"
"ACADM","  3","166","  4","274","1","1"
"ACADS","  1","168","  6","272","0.367718773581616","1"
"ACADSB","  3","166","  3","275","0.844406085463843","1"
"ACADVL","  1","168","  2","276","0.999999999999999","1"
"ACAN"," 19","150"," 56","222","0.0207985995429844","0.601055453683411"
"ACAP1","  5","164"," 13","265","0.517188578783122","1"
"ACAP2","  1","168","  6","272","0.367718773581616","1"
"ACAT1","  1","168","  0","278","0.801257783137453","1"
"ACAT2","  1","168","  1","277","1","1"
"ACBD3","  1","168","  5","273","0.514815337354971","1"
"ACBD4","  2","167","  7","271","0.530748471454201","1"
"ACBD5","  1","168","  4","274","0.717302983522395","1"
"ACBD7","  1","168","  5","273","0.514815337354971","1"
"ACCSL","  3","166","  8","270","0.67829183294966","1"
"ACD","  3","166"," 19","259","0.0298302973950501","0.641621884451483"
"ACE"," 14","155"," 25","253","0.932522168046205","1"
"ACE2","  2","167","  8","270","0.398256320216477","1"
"ACER1","  3","166","  6","272","0.999999999999998","1"
"ACER2","  1","168","  1","277","1","1"
"ACHE","  4","165","  7","271","0.999999999999997","1"
"ACIN1","  2","167"," 11","267","0.160967206250196","0.878892839127951"
"ACKR1","  4","165"," 16","262","0.14861115899602","0.848815341542669"
"ACKR2","  7","162","  9","269","0.812903836356705","1"
"ACKR3","  3","166","  9","269","0.531477381891113","1"
"ACKR4","  1","168","  1","277","1","1"
"ACLY","  1","168","  8","270","0.186398733431085","0.883477940569606"
"ACMSD","  6","163"," 17","261","0.332313976011","0.987943793141786"
"ACO1","  6","163","  7","271","0.73417221769691","1"
"ACO2","  5","164","  4","274","0.446045613889105","1"
"ACOT11","  5","164"," 12","266","0.636296532737278","1"
"ACOT12","  5","164"," 13","265","0.517188578783122","1"
"ACOT4","  3","166","  7","271","0.853088879204452","1"
"ACOT7","  1","168","  4","274","0.717302983522395","1"
"ACOT8","  2","167","  3","275","1","1"
"ACOT9","  1","168","  2","276","0.999999999999999","1"
"ACOX1","  1","168"," 10","268","0.0941365412071712","0.757847640476094"
"ACOX2","  3","166","  6","272","0.999999999999998","1"
"ACOX3","  4","165","  9","269","0.809641829012585","1"
"ACOXL","  9","160"," 16","262","0.999999999999996","1"
"ACP1","  2","167","  4","274","0.999999999999998","1"
"ACP2","  1","168","  3","275","0.989831728180177","1"
"ACP5","  1","168","  1","277","1","1"
"ACP6","  1","168"," 13","265","0.0336606047427446","0.641621884451483"
"ACPP","  4","165"," 17","261","0.11283417710508","0.806715694828861"
"ACPT","  1","168","  6","272","0.367718773581616","1"
"ACR","  1","168","  4","274","0.717302983522395","1"
"ACRBP","  2","167"," 15","263","0.0452024372942931","0.685742481328244"
"ACRC"," 12","157","  5","273","0.00968487528741103","0.545704380563975"
"ACRV1","  1","168","  4","274","0.717302983522395","1"
"ACSBG1","  7","162"," 15","263","0.712353595688906","1"
"ACSBG2","  7","162"," 12","266","0.999999999999996","1"
"ACSF2","  3","166","  7","271","0.853088879204452","1"
"ACSF3","  2","167","  5","273","0.908349341118826","1"
"ACSL1","  4","165","  7","271","0.999999999999997","1"
"ACSL3","  2","167","  7","271","0.530748471454201","1"
"ACSL4","  5","164","  4","274","0.446045613889105","1"
"ACSL5"," 12","157"," 25","253","0.598166061439831","1"
"ACSL6","  4","165"," 14","264","0.252683629677218","0.949148852110599"
"ACSM1"," 13","156"," 28","250","0.498875869952147","1"
"ACSM2A"," 12","157"," 34","244","0.116342172725437","0.806715694828861"
"ACSM2B"," 13","156"," 53","225","0.00163795880552276","0.398376461890054"
"ACSM3","  7","162"," 12","266","0.999999999999996","1"
"ACSM4"," 11","158"," 31","247","0.143197127384598","0.836288633911147"
"ACSM5","  6","163"," 21","257","0.128958671617741","0.806715694828861"
"ACSM6","  3","166","  9","269","0.531477381891113","1"
"ACSS1","  4","165","  3","275","0.502530829071555","1"
"ACSS2","  2","167"," 10","268","0.218986051780858","0.918488975969745"
"ACSS3","  8","161"," 29","249","0.0520115730761128","0.721981823782294"
"ACTA1","  2","167","  2","276","1","1"
"ACTA2","  3","166","  5","273","0.999999999999998","1"
"ACTB","  2","167"," 13","265","0.0858684854072248","0.757847640476094"
"ACTBL2","  2","167","  3","275","1","1"
"ACTC1","  3","166"," 21","257","0.0158662978305714","0.568788007759108"
"ACTG1","  2","167","  7","271","0.530748471454201","1"
"ACTG2","  3","166","  9","269","0.531477381891113","1"
"ACTL6A","  2","167","  1","277","0.662131620517469","1"
"ACTL6B","  5","164"," 14","264","0.415675632008957","1"
"ACTL7A","  1","168","  4","274","0.717302983522395","1"
"ACTL7B","  3","166"," 12","266","0.239607074950008","0.949148852110599"
"ACTL8","  9","160"," 11","267","0.657922625023583","1"
"ACTL9","  2","167"," 17","261","0.02354659399249","0.601055453683411"
"ACTN1","  4","165","  9","269","0.809641829012585","1"
"ACTN2","  4","165"," 22","256","0.0263355021059212","0.630935582871782"
"ACTN4","  2","167","  5","273","0.908349341118826","1"
"ACTR10","  2","167","  2","276","1","1"
"ACTR2","  1","168","  2","276","0.999999999999999","1"
"ACTR3","  2","167","  0","278","0.276975847011195","0.949148852110599"
"ACTR3B","  3","166","  5","273","0.999999999999998","1"
"ACTR3BP2","  1","168","  2","276","0.999999999999999","1"
"ACTR3C","  1","168","  7","271","0.261990128632664","0.949148852110599"
"ACTR6","  1","168","  3","275","0.989831728180177","1"
"ACTR8","  1","168","  5","273","0.514815337354971","1"
"ACTRT1","  9","160"," 20","258","0.562020403721535","1"
"ACTRT2","  5","164"," 20","258","0.0934350185285013","0.757847640476094"
"ACVR1","  2","167","  5","273","0.908349341118826","1"
"ACVR1B","  1","168","  6","272","0.367718773581616","1"
"ACVR1C","  5","164"," 14","264","0.415675632008957","1"
"ACVR2A","  2","167","  3","275","1","1"
"ACVRL1","  4","165"," 15","263","0.194477478758766","0.883477940569606"
"ACY3","  3","166","  9","269","0.531477381891113","1"
"ADA","  1","168","  7","271","0.261990128632664","0.949148852110599"
"ADAD1","  5","164"," 19","259","0.121981153836624","0.806715694828861"
"ADAD2","  3","166"," 17","261","0.0553315072007901","0.721981823782294"
"ADAL","  1","168","  3","275","0.989831728180177","1"
"ADAM10","  3","166","  6","272","0.999999999999998","1"
"ADAM11","  6","163"," 12","266","0.87956944230756","1"
"ADAM12","  6","163"," 15","263","0.506930961603421","1"
"ADAM15","  1","168"," 11","267","0.0668464323856905","0.722824428847335"
"ADAM18"," 25","144"," 65","213","0.0380705207473216","0.685742481328244"
"ADAM19","  9","160"," 26","252","0.175325817659406","0.883477940569606"
"ADAM2"," 13","156"," 37","241","0.0944647183793195","0.757847640476094"
"ADAM20","  3","166"," 13","265","0.180748220410221","0.883477940569606"
"ADAM21","  9","160"," 24","254","0.266863815245282","0.949148852110599"
"ADAM21P1"," 25","144"," 39","239","0.932723652326578","1"
"ADAM22","  9","160"," 26","252","0.175325817659406","0.883477940569606"
"ADAM23","  4","165"," 24","254","0.0142890618565733","0.568788007759108"
"ADAM28"," 11","158"," 46","232","0.00329224334698346","0.442538865253045"
"ADAM29"," 21","148"," 47","231","0.25295998011459","0.949148852110599"
"ADAM30","  7","162"," 21","257","0.214128845457875","0.918488975969745"
"ADAM32"," 13","156"," 27","251","0.579152246066072","1"
"ADAM33","  6","163"," 18","260","0.26537422317328","0.949148852110599"
"ADAM7"," 20","149"," 59","219","0.0165954165512902","0.568788007759108"
"ADAM8","  1","168","  9","269","0.132504078985264","0.806715694828861"
"ADAM9","  4","165","  5","273","0.946119881195095","1"
"ADAMDEC1"," 12","157"," 37","241","0.0599267867813634","0.721981823782294"
"ADAMTS10"," 12","157"," 22","256","0.896196457930314","1"
"ADAMTS12"," 13","156"," 37","241","0.0944647183793195","0.757847640476094"
"ADAMTS13","  8","161"," 17","261","0.686158003171198","1"
"ADAMTS14","  6","163"," 23","255","0.0770810889064555","0.757847640476094"
"ADAMTS15","  2","167","  8","270","0.398256320216477","1"
"ADAMTS16"," 14","155"," 28","250","0.64474680768478","1"
"ADAMTS17","  6","163"," 11","267","0.999999999999996","1"
"ADAMTS18"," 19","150"," 64","214","0.00288135908299412","0.442538865253045"
"ADAMTS19"," 13","156"," 38","240","0.0760778459072061","0.757847640476094"
"ADAMTS2","  5","164"," 33","245","0.00192814090706982","0.418347751887273"
"ADAMTS20"," 28","141"," 62","216","0.178830076306283","0.883477940569606"
"ADAMTS3","  4","165"," 12","266","0.415983397805185","1"
"ADAMTS4","  2","167"," 10","268","0.218986051780858","0.918488975969745"
"ADAMTS5","  4","165"," 17","261","0.11283417710508","0.806715694828861"
"ADAMTS6"," 22","147"," 44","234","0.500012992197266","1"
"ADAMTS7"," 13","156"," 21","257","0.999999999999997","1"
"ADAMTS8","  2","167"," 17","261","0.02354659399249","0.601055453683411"
"ADAMTS9"," 15","154"," 31","247","0.543700789253385","1"
"ADAMTSL1","  8","161"," 26","252","0.109102250007573","0.806715694828861"
"ADAMTSL2","  6","163"," 17","261","0.332313976011","0.987943793141786"
"ADAMTSL3","  6","163"," 41","237","0.000338841475882744","0.323771252304065"
"ADAMTSL4","  6","163"," 17","261","0.332313976011","0.987943793141786"
"ADAP1","  2","167","  2","276","1","1"
"ADAP2","  2","167"," 11","267","0.160967206250196","0.878892839127951"
"ADAR","  3","166","  8","270","0.67829183294966","1"
"ADARB1","  5","164"," 13","265","0.517188578783122","1"
"ADARB2","  3","166"," 23","255","0.00834037576551038","0.505298650951545"
"ADAT1","  1","168","  6","272","0.367718773581616","1"
"ADAT2","  1","168","  0","278","0.801257783137453","1"
"ADCK1","  9","160","  6","272","0.125469708141296","0.806715694828861"
"ADCK2","  3","166","  8","270","0.67829183294966","1"
"ADCK3","  5","164","  2","276","0.145352037230648","0.842726023943773"
"ADCK4","  2","167","  7","271","0.530748471454201","1"
"ADCK5","  1","168","  4","274","0.717302983522395","1"
"ADCY1","  7","162"," 36","242","0.00376822633478559","0.442538865253045"
"ADCY10"," 14","155"," 35","243","0.208790309711717","0.918488975969745"
"ADCY2","  4","165"," 11","267","0.525863630332","1"
"ADCY3","  1","168","  6","272","0.367718773581616","1"
"ADCY4","  4","165"," 12","266","0.415983397805185","1"
"ADCY5","  7","162"," 12","266","0.999999999999996","1"
"ADCY6","  1","168"," 16","262","0.0119802133650295","0.556152871517475"
"ADCY7","  6","163"," 16","262","0.412440271601465","1"
"ADCY8"," 16","153"," 52","226","0.0123786041049764","0.556513188738075"
"ADCY9","  2","167"," 13","265","0.0858684854072248","0.757847640476094"
"ADCYAP1","  3","166","  3","275","0.844406085463843","1"
"ADCYAP1R1","  7","162"," 26","252","0.0634016052071365","0.721981823782294"
"ADD1","  2","167","  5","273","0.908349341118826","1"
"ADD2","  7","162"," 37","241","0.00277906886509135","0.442538865253045"
"ADD3","  4","165","  7","271","0.999999999999997","1"
"ADGRA1","  4","165"," 17","261","0.11283417710508","0.806715694828861"
"ADGRA1-AS1","  1","168","  6","272","0.367718773581616","1"
"ADGRA2","  2","167","  6","272","0.699518850960407","1"
"ADGRA3","  3","166","  6","272","0.999999999999998","1"
"ADGRB1","  6","163"," 15","263","0.506930961603421","1"
"ADGRB2","  3","166"," 17","261","0.0553315072007901","0.721981823782294"
"ADGRB3"," 20","149"," 66","212","0.00294871589954573","0.442538865253045"
"ADGRD1","  6","163"," 19","259","0.210184596950074","0.918488975969745"
"ADGRE1","  9","160"," 29","249","0.0887303251701883","0.757847640476094"
"ADGRE2","  3","166"," 10","268","0.411442908611441","1"
"ADGRE3","  8","161"," 24","254","0.173363264464416","0.883477940569606"
"ADGRE4P","  5","164"," 16","262","0.260757305638382","0.949148852110599"
"ADGRE5","  4","165","  6","272","1","1"
"ADGRF1"," 11","158"," 17","261","0.999999999999995","1"
"ADGRF2"," 12","157"," 14","264","0.486448037231787","1"
"ADGRF3","  3","166"," 15","263","0.100999863893285","0.781244518858929"
"ADGRF4","  7","162"," 22","256","0.170104774486225","0.883477940569606"
"ADGRF5"," 17","152"," 37","241","0.382781791142278","1"
"ADGRG1","  4","165","  2","276","0.296541092912456","0.949148852110599"
"ADGRG2","  5","164","  5","273","0.635227473323277","1"
"ADGRG3","  5","164"," 14","264","0.415675632008957","1"
"ADGRG4"," 38","131"," 62","216","0.999999999999999","1"
"ADGRG5","  3","166","  9","269","0.531477381891113","1"
"ADGRG6","  2","167"," 14","264","0.0623919137970669","0.721981823782294"
"ADGRG7","  6","163"," 13","265","0.74106296473811","1"
"ADGRL1","  3","166","  6","272","0.999999999999998","1"
"ADGRL2"," 19","150"," 41","237","0.362189270122461","1"
"ADGRL3"," 10","159"," 31","247","0.0910122948315081","0.757847640476094"
"ADGRL4","  9","160"," 37","241","0.0112961655548539","0.556152871517475"
"ADGRV1"," 50","119","125","153","0.00174672148476802","0.411647086217743"
"ADH1A","  9","160"," 25","253","0.217091910815737","0.918488975969745"
"ADH1B"," 16","153"," 31","247","0.686422262386397","1"
"ADH1C"," 14","155"," 32","246","0.353275129194406","1"
"ADH4","  4","165"," 11","267","0.525863630332","1"
"ADH5","  1","168","  3","275","0.989831728180177","1"
"ADH6","  6","163"," 13","265","0.74106296473811","1"
"ADH7","  4","165"," 19","259","0.06395404726124","0.721981823782294"
"ADHFE1","  1","168","  8","270","0.186398733431085","0.883477940569606"
"ADIPOQ","  2","167","  9","269","0.296308464224681","0.949148852110599"
"ADIPOR1","  2","167","  8","270","0.398256320216477","1"
"ADM5","  1","168","  1","277","1","1"
"ADNP","  2","167","  6","272","0.699518850960407","1"
"ADNP2","  3","166"," 12","266","0.239607074950008","0.949148852110599"
"ADORA1","  3","166","  3","275","0.844406085463843","1"
"ADORA2B","  2","167","  2","276","1","1"
"ADORA3","  6","163"," 17","261","0.332313976011","0.987943793141786"
"ADPRH","  3","166","  6","272","0.999999999999998","1"
"ADPRHL1","  1","168","  7","271","0.261990128632664","0.949148852110599"
"ADPRM","  1","168","  3","275","0.989831728180177","1"
"ADRA1A","  6","163"," 26","252","0.0341597450425215","0.644740020871324"
"ADRA1B","  2","167","  4","274","0.999999999999998","1"
"ADRA1D","  3","166","  4","274","1","1"
"ADRA2A","  1","168","  2","276","0.999999999999999","1"
"ADRA2B","  4","165","  8","270","0.982227814027532","1"
"ADRB1","  1","168","  4","274","0.717302983522395","1"
"ADRB2","  1","168","  4","274","0.717302983522395","1"
"ADRBK1","  2","167","  9","269","0.296308464224681","0.949148852110599"
"ADRBK2","  2","167","  7","271","0.530748471454201","1"
"ADRM1","  3","166","  0","278","0.10275754527906","0.786606962148151"
"ADSSL1","  1","168","  7","271","0.261990128632664","0.949148852110599"
"ADTRP","  5","164","  7","271","1","1"
"AEBP1","  3","166","  5","273","0.999999999999998","1"
"AEN","  1","168","  1","277","1","1"
"AF064858.6","  2","167","  2","276","1","1"
"AF254983.1","  7","162"," 11","267","0.999999999999999","1"
"AFAP1","  3","166","  6","272","0.999999999999998","1"
"AFAP1L1","  4","165","  9","269","0.809641829012585","1"
"AFAP1L2","  5","164"," 10","268","0.926144913849816","1"
"AFF1","  4","165"," 14","264","0.252683629677218","0.949148852110599"
"AFF2"," 13","156"," 21","257","0.999999999999997","1"
"AFF3","  5","164"," 25","253","0.0227591996646084","0.601055453683411"
"AFF4"," 10","159"," 13","265","0.722521177072762","1"
"AFM"," 10","159"," 20","258","0.742654292960968","1"
"AFMID","  1","168","  5","273","0.514815337354971","1"
"AFP","  4","165"," 20","258","0.0477885491047423","0.685742481328244"
"AFTPH","  2","167","  2","276","1","1"
"AGA","  1","168","  4","274","0.717302983522395","1"
"AGAP1","  5","164"," 15","263","0.330729705849002","0.987943793141786"
"AGAP11","  1","168","  2","276","0.999999999999999","1"
"AGAP2","  5","164"," 10","268","0.926144913849816","1"
"AGAP3","  2","167","  9","269","0.296308464224681","0.949148852110599"
"AGAP4","  2","167","  9","269","0.296308464224681","0.949148852110599"
"AGAP5","  1","168"," 10","268","0.0941365412071712","0.757847640476094"
"AGAP6","  3","166"," 10","268","0.411442908611441","1"
"AGAP7P","  4","165"," 29","249","0.00292567828315582","0.442538865253045"
"AGAP9","  5","164"," 12","266","0.636296532737278","1"
"AGBL1"," 16","153"," 35","243","0.393384708196665","1"
"AGBL2","  3","166"," 15","263","0.100999863893285","0.781244518858929"
"AGBL4","  1","168","  4","274","0.717302983522395","1"
"AGBL5","  6","163","  5","273","0.398457449389689","1"
"AGFG2","  2","167"," 11","267","0.160967206250196","0.878892839127951"
"AGGF1","  3","166","  7","271","0.853088879204452","1"
"AGK","  4","165","  3","275","0.502530829071555","1"
"AGL","  6","163"," 18","260","0.26537422317328","0.949148852110599"
"AGMAT","  2","167","  4","274","0.999999999999998","1"
"AGMO","  3","166","  8","270","0.67829183294966","1"
"AGO1","  1","168"," 17","261","0.00847925110504914","0.505298650951545"
"AGO2","  6","163","  8","270","0.907744835795785","1"
"AGO3","  2","167","  8","270","0.398256320216477","1"
"AGPAT3","  1","168","  5","273","0.514815337354971","1"
"AGPAT4","  3","166","  6","272","0.999999999999998","1"
"AGPAT9","  2","167"," 11","267","0.160967206250196","0.878892839127951"
"AGPS","  1","168","  7","271","0.261990128632664","0.949148852110599"
"AGR2","  1","168","  5","273","0.514815337354971","1"
"AGR3","  2","167","  4","274","0.999999999999998","1"
"AGRN","  2","167"," 18","260","0.0169369606081133","0.568788007759108"
"AGRP","  1","168","  0","278","0.801257783137453","1"
"AGT","  4","165"," 11","267","0.525863630332","1"
"AGTPBP1","  3","166","  8","270","0.67829183294966","1"
"AGTR1","  3","166"," 19","259","0.0298302973950501","0.641621884451483"
"AGTR2"," 13","156"," 14","264","0.348032839024204","1"
"AGTRAP","  1","168","  2","276","0.999999999999999","1"
"AGXT","  1","168","  9","269","0.132504078985264","0.806715694828861"
"AGXT2","  9","160"," 27","251","0.140622610606361","0.826781774844133"
"AHCTF1","  4","165"," 20","258","0.0477885491047423","0.685742481328244"
"AHCY","  1","168","  7","271","0.261990128632664","0.949148852110599"
"AHCYL1","  2","167","  4","274","0.999999999999998","1"
"AHCYL2","  1","168"," 12","266","0.0474462366432178","0.685742481328244"
"AHDC1","  3","166"," 16","262","0.0749210651940652","0.757847640476094"
"AHI1","  3","166","  4","274","1","1"
"AHNAK"," 21","148"," 45","233","0.342405026860776","1"
"AHNAK2"," 22","147"," 63","215","0.0166093610618324","0.568788007759108"
"AHR","  4","165","  7","271","0.999999999999997","1"
"AHSA1","  1","168","  4","274","0.717302983522395","1"
"AHSG","  3","166","  9","269","0.531477381891113","1"
"AHSP","  1","168","  5","273","0.514815337354971","1"
"AICDA","  1","168","  6","272","0.367718773581616","1"
