"","female_1","female_0","male_1","male_0","p_value","adjusted_p_value"
"FSHB","  1","168"," 10","268","0.0941365412071712","0.757847640476094"
"FSHR","  9","160"," 25","253","0.217091910815737","0.918488975969745"
"FSIP1","  4","165"," 16","262","0.14861115899602","0.848815341542669"
"FSIP2"," 15","154"," 44","234","0.0498268218723146","0.703433178144492"
"FSTL1","  1","168","  3","275","0.989831728180177","1"
"FSTL4","  5","164"," 10","268","0.926144913849816","1"
"FSTL5"," 13","156"," 37","241","0.0944647183793195","0.757847640476094"
"FTCD","  2","167","  6","272","0.699518850960407","1"
"FTHL17","  5","164","  4","274","0.446045613889105","1"
"FTMT","  4","165"," 11","267","0.525863630332","1"
"FTO","  1","168","  2","276","0.999999999999999","1"
"FTSJ1","  3","166","  2","276","0.571799443202513","1"
"FTSJ2","  1","168","  5","273","0.514815337354971","1"
"FTSJ3","  1","168","  4","274","0.717302983522395","1"
"FUBP1","  2","167","  8","270","0.398256320216477","1"
"FUCA1","  3","166","  5","273","0.999999999999998","1"
"FUK","  2","167","  5","273","0.908349341118826","1"
"FUNDC2","  1","168","  0","278","0.801257783137453","1"
"FUNDC2P2"," 14","155"," 11","267","0.0857264895850825","0.757847640476094"
"FURIN","  4","165","  7","271","0.999999999999997","1"
"FUT11","  2","167","  3","275","1","1"
"FUT2","  4","165","  3","275","0.502530829071555","1"
"FUT3","  6","163"," 19","259","0.210184596950074","0.918488975969745"
"FUT5","  4","165"," 15","263","0.194477478758766","0.883477940569606"
"FUT6","  6","163"," 13","265","0.74106296473811","1"
"FUT7","  1","168"," 13","265","0.0336606047427446","0.641621884451483"
"FUT9"," 12","157"," 42","236","0.017823368054407","0.589641006721061"
"FXN","  1","168","  2","276","0.999999999999999","1"
"FXR2","  2","167","  3","275","1","1"
"FXYD5","  2","167","  2","276","1","1"
"FXYD6P3","  2","167","  4","274","0.999999999999998","1"
"FYB"," 10","159"," 23","255","0.460946960592979","1"
"FYCO1","  5","164","  8","270","0.999999999999999","1"
"FYN","  2","167"," 10","268","0.218986051780858","0.918488975969745"
"FYTTD1","  1","168","  5","273","0.514815337354971","1"
"FZD1","  2","167","  2","276","1","1"
"FZD10","  1","168","  3","275","0.989831728180177","1"
"FZD2","  3","166","  6","272","0.999999999999998","1"
"FZD3","  1","168","  1","277","1","1"
"FZD4","  1","168","  2","276","0.999999999999999","1"
"FZD5","  1","168","  5","273","0.514815337354971","1"
"FZD7","  1","168","  5","273","0.514815337354971","1"
"FZD8","  4","165","  3","275","0.502530829071555","1"
"FZR1","  8","161","  4","274","0.0737512956610772","0.757847640476094"
"G2E3","  2","167","  5","273","0.908349341118826","1"
"G3BP1","  1","168","  1","277","1","1"
"G6PC","  1","168"," 13","265","0.0336606047427446","0.641621884451483"
"G6PC2","  4","165"," 10","268","0.65695881885658","1"
"G6PD","  7","162","  3","275","0.0728924333786728","0.757847640476094"
"GAA","  3","166","  8","270","0.67829183294966","1"
"GAB1","  1","168","  7","271","0.261990128632664","0.949148852110599"
"GAB2","  2","167","  4","274","0.999999999999998","1"
"GAB3","  6","163","  3","275","0.145263261206749","0.842726023943773"
"GAB4","  7","162"," 10","268","0.970423059592454","1"
"GABBR1","  6","163","  8","270","0.907744835795785","1"
"GABBR2","  2","167"," 18","260","0.0169369606081133","0.568788007759108"
"GABPA","  3","166","  4","274","1","1"
"GABPB1","  1","168","  7","271","0.261990128632664","0.949148852110599"
"GABPB2","  2","167"," 12","266","0.117790639195719","0.806715694828861"
"GABRA1"," 10","159"," 25","253","0.321100385101266","0.987943793141786"
"GABRA2","  5","164"," 31","247","0.00364610894512795","0.442538865253045"
"GABRA3","  9","160"," 23","255","0.325546536457659","0.987943793141786"
"GABRA4","  9","160"," 17","261","0.890623177362622","1"
"GABRA5","  3","166","  8","270","0.67829183294966","1"
"GABRA6"," 11","158"," 31","247","0.143197127384598","0.836288633911147"
"GABRB1","  8","161"," 17","261","0.686158003171198","1"
"GABRB2"," 15","154"," 28","250","0.802194441044399","1"
"GABRB3","  5","164"," 20","258","0.0934350185285013","0.757847640476094"
"GABRD","  5","164","  4","274","0.446045613889105","1"
"GABRE"," 13","156"," 19","259","0.879239417787509","1"
"GABRG1","  9","160"," 48","230","0.00042522688580537","0.323771252304065"
"GABRG2"," 10","159"," 25","253","0.321100385101266","0.987943793141786"
"GABRG3","  5","164","  8","270","0.999999999999999","1"
"GABRQ","  8","161"," 16","262","0.803892188612608","1"
"GABRR1","  1","168"," 10","268","0.0941365412071712","0.757847640476094"
"GABRR3","  3","166","  7","271","0.853088879204452","1"
"GAD1","  6","163"," 13","265","0.74106296473811","1"
"GAD2","  3","166"," 14","264","0.135488266223209","0.806715694828861"
"GADD45B","  1","168","  2","276","0.999999999999999","1"
"GADL1","  4","165"," 14","264","0.252683629677218","0.949148852110599"
"GAGE10","  4","165","  4","274","0.726519091494007","1"
"GAGE12J","  1","168","  1","277","1","1"
"GAGE13","  1","168","  1","277","1","1"
"GAGE2A","  3","166","  4","274","1","1"
"GAGE2E","  3","166","  4","274","1","1"
"GAK","  5","164"," 13","265","0.517188578783122","1"
"GAL3ST1","  5","164"," 12","266","0.636296532737278","1"
"GAL3ST2","  3","166","  3","275","0.844406085463843","1"
"GAL3ST4","  2","167","  3","275","1","1"
"GALC","  4","165","  4","274","0.726519091494007","1"
"GALK1","  2","167","  2","276","1","1"
"GALK2","  2","167","  8","270","0.398256320216477","1"
"GALNS","  2","167","  4","274","0.999999999999998","1"
"GALNT1","  3","166","  3","275","0.844406085463843","1"
"GALNT10","  3","166","  5","273","0.999999999999998","1"
"GALNT12","  2","167"," 10","268","0.218986051780858","0.918488975969745"
"GALNT13"," 12","157"," 42","236","0.017823368054407","0.589641006721061"
"GALNT14"," 11","158"," 31","247","0.143197127384598","0.836288633911147"
"GALNT15","  7","162"," 20","258","0.267524115306388","0.949148852110599"
"GALNT16","  1","168"," 10","268","0.0941365412071712","0.757847640476094"
"GALNT18","  2","167","  9","269","0.296308464224681","0.949148852110599"
"GALNT2","  2","167","  7","271","0.530748471454201","1"
"GALNT3","  4","165","  4","274","0.726519091494007","1"
"GALNT5","  4","165"," 22","256","0.0263355021059212","0.630935582871782"
"GALNT6","  6","163"," 22","256","0.100004371916965","0.781244518858929"
"GALNT7","  4","165","  4","274","0.726519091494007","1"
"GALNT8","  7","162"," 29","249","0.0284975702475525","0.641621884451483"
"GALNT9","  1","168"," 10","268","0.0941365412071712","0.757847640476094"
"GALNTL5","  4","165"," 21","257","0.0355496313600827","0.658044910358988"
"GALNTL6","  7","162"," 26","252","0.0634016052071365","0.721981823782294"
"GALP","  1","168","  9","269","0.132504078985264","0.806715694828861"
"GALR1","  3","166","  6","272","0.999999999999998","1"
"GAMT","  1","168","  3","275","0.989831728180177","1"
"GAN","  1","168","  6","272","0.367718773581616","1"
"GANAB","  1","168","  9","269","0.132504078985264","0.806715694828861"
"GANC","  2","167","  5","273","0.908349341118826","1"
"GAP43","  8","161"," 12","266","0.999999999999999","1"
"GAPDH","  2","167","  3","275","1","1"
"GAPDHS","  1","168","  2","276","0.999999999999999","1"
"GAPT","  2","167","  7","271","0.530748471454201","1"
"GAPVD1","  4","165"," 14","264","0.252683629677218","0.949148852110599"
"GAR1","  2","167","  2","276","1","1"
"GAREM","  5","164"," 18","260","0.158249982654531","0.878892839127951"
"GARS","  1","168","  8","270","0.186398733431085","0.883477940569606"
"GART","  2","167"," 13","265","0.0858684854072248","0.757847640476094"
"GAS2","  6","163"," 11","267","0.999999999999996","1"
"GAS2L1","  4","165","  5","273","0.946119881195095","1"
"GAS2L2"," 11","158"," 22","256","0.715661589559461","1"
"GAS7","  2","167","  3","275","1","1"
"GATA1","  4","165","  2","276","0.296541092912456","0.949148852110599"
"GATA2","  3","166","  8","270","0.67829183294966","1"
"GATA3","  1","168"," 10","268","0.0941365412071712","0.757847640476094"
"GATA5","  2","167","  7","271","0.530748471454201","1"
"GATA6","  1","168","  6","272","0.367718773581616","1"
"GATAD1","  1","168","  2","276","0.999999999999999","1"
"GATAD2A","  1","168","  4","274","0.717302983522395","1"
"GATAD2B","  2","167","  6","272","0.699518850960407","1"
"GATB","  1","168"," 11","267","0.0668464323856905","0.722824428847335"
"GATM","  2","167","  8","270","0.398256320216477","1"
"GATS","  3","166","  3","275","0.844406085463843","1"
"GBA","  2","167"," 11","267","0.160967206250196","0.878892839127951"
"GBA2","  1","168","  3","275","0.989831728180177","1"
"GBA3"," 12","157"," 23","255","0.790222675613309","1"
"GBAS","  1","168","  4","274","0.717302983522395","1"
"GBE1","  5","164"," 11","267","0.773068202877066","1"
"GBF1","  4","165"," 11","267","0.525863630332","1"
"GBGT1","  2","167","  3","275","1","1"
"GBP1P1","  4","165"," 10","268","0.65695881885658","1"
"GBP2","  3","166"," 13","265","0.180748220410221","0.883477940569606"
"GBP3","  1","168","  5","273","0.514815337354971","1"
"GBP4","  1","168","  7","271","0.261990128632664","0.949148852110599"
"GBP5","  2","167"," 12","266","0.117790639195719","0.806715694828861"
"GBP6","  6","163"," 11","267","0.999999999999996","1"
"GBP7","  3","166"," 10","268","0.411442908611441","1"
"GBX1","  1","168","  4","274","0.717302983522395","1"
"GC","  3","166","  7","271","0.853088879204452","1"
"GCA","  1","168","  3","275","0.989831728180177","1"
"GCAT","  1","168","  6","272","0.367718773581616","1"
"GCC1","  2","167","  5","273","0.908349341118826","1"
"GCC2","  4","165","  7","271","0.999999999999997","1"
"GCDH","  1","168","  8","270","0.186398733431085","0.883477940569606"
"GCG","  1","168","  8","270","0.186398733431085","0.883477940569606"
"GCHFR","  1","168","  0","278","0.801257783137453","1"
"GCK","  4","165"," 19","259","0.06395404726124","0.721981823782294"
"GCKR","  2","167"," 24","254","0.00225275728210921","0.441678351208636"
"GCLC","  3","166","  4","274","1","1"
"GCLM","  2","167","  3","275","1","1"
"GCM1","  6","163"," 14","264","0.61648674666399","1"
"GCM2","  5","164"," 17","261","0.203900638239154","0.903956359743216"
"GCN1L1","  8","161"," 27","251","0.0857279018692935","0.757847640476094"
"GCNT1","  7","162"," 11","267","0.999999999999999","1"
"GCNT2","  1","168","  1","277","1","1"
"GCNT3","  4","165"," 15","263","0.194477478758766","0.883477940569606"
"GCNT7","  2","167","  0","278","0.276975847011195","0.949148852110599"
"GCSAM","  1","168","  7","271","0.261990128632664","0.949148852110599"
"GCSAML"," 15","154"," 26","252","0.999698391816076","1"
"GCSH","  1","168","  4","274","0.717302983522395","1"
"GDA","  4","165"," 24","254","0.0142890618565733","0.568788007759108"
"GDAP1","  4","165","  4","274","0.726519091494007","1"
"GDAP1L1","  2","167","  8","270","0.398256320216477","1"
"GDAP2","  2","167","  7","271","0.530748471454201","1"
"GDE1","  1","168","  4","274","0.717302983522395","1"
"GDF10","  6","163"," 14","264","0.61648674666399","1"
"GDF11","  1","168","  1","277","1","1"
"GDF15","  2","167","  3","275","1","1"
"GDF2","  7","162"," 19","259","0.331547906965243","0.987943793141786"
"GDF3","  9","160"," 23","255","0.325546536457659","0.987943793141786"
"GDF5","  8","161"," 22","256","0.267868134368567","0.949148852110599"
"GDF6","  2","167","  2","276","1","1"
"GDF9","  1","168","  7","271","0.261990128632664","0.949148852110599"
"GDI1","  3","166","  3","275","0.844406085463843","1"
"GDI2","  1","168","  3","275","0.989831728180177","1"
"GDNF","  1","168","  5","273","0.514815337354971","1"
"GDPD1","  3","166","  4","274","1","1"
"GDPD2","  6","163","  1","277","0.0249755525026749","0.626475542802082"
"GDPD4","  2","167"," 12","266","0.117790639195719","0.806715694828861"
"GDPD5","  1","168","  8","270","0.186398733431085","0.883477940569606"
"GDPGP1","  2","167","  8","270","0.398256320216477","1"
"GEM"," 10","159"," 14","264","0.853684257951429","1"
"GEMIN2","  1","168","  0","278","0.801257783137453","1"
"GEMIN4","  2","167","  2","276","1","1"
"GEMIN5","  4","165"," 22","256","0.0263355021059212","0.630935582871782"
"GEMIN7","  1","168","  3","275","0.989831728180177","1"
"GEN1","  2","167","  4","274","0.999999999999998","1"
"GFAP","  4","165","  4","274","0.726519091494007","1"
"GFI1B","  1","168","  6","272","0.367718773581616","1"
"GFM1","  2","167","  6","272","0.699518850960407","1"
"GFM2","  4","165","  3","275","0.502530829071555","1"
"GFOD1","  4","165","  2","276","0.296541092912456","0.949148852110599"
"GFPT2","  5","164","  6","272","0.829929426442624","1"
"GFRA1","  1","168","  9","269","0.132504078985264","0.806715694828861"
"GFRA2","  4","165","  9","269","0.809641829012585","1"
"GFRA3","  2","167"," 12","266","0.117790639195719","0.806715694828861"
"GFRA4","  1","168","  2","276","0.999999999999999","1"
"GFRAL"," 20","149"," 40","238","0.531924648409812","1"
"GGA1","  2","167","  4","274","0.999999999999998","1"
"GGA2","  2","167","  8","270","0.398256320216477","1"
"GGA3","  2","167","  9","269","0.296308464224681","0.949148852110599"
"GGCX","  1","168","  4","274","0.717302983522395","1"
"GGH","  1","168","  4","274","0.717302983522395","1"
"GGN","  4","165","  3","275","0.502530829071555","1"
"GGNBP2","  1","168","  4","274","0.717302983522395","1"
"GGT1","  2","167","  9","269","0.296308464224681","0.949148852110599"
"GGT5","  5","164","  7","271","1","1"
"GGT6","  3","166","  8","270","0.67829183294966","1"
"GGT7","  1","168","  8","270","0.186398733431085","0.883477940569606"
"GGT8P","  2","167","  6","272","0.699518850960407","1"
"GGTLC1","  1","168","  6","272","0.367718773581616","1"
"GGTLC2","  1","168","  3","275","0.989831728180177","1"
"GH1","  2","167","  7","271","0.530748471454201","1"
"GH2","  2","167","  7","271","0.530748471454201","1"
"GHDC","  4","165","  9","269","0.809641829012585","1"
"GHITM","  1","168","  3","275","0.989831728180177","1"
"GHR"," 12","157"," 44","234","0.0106090012746952","0.553916713293461"
"GHRH","  3","166","  2","276","0.571799443202513","1"
"GHRHR","  4","165","  7","271","0.999999999999997","1"
"GHSR","  3","166","  8","270","0.67829183294966","1"
"GID4","  1","168","  1","277","1","1"
"GID8","  2","167","  1","277","0.662131620517469","1"
"GIF","  5","164"," 12","266","0.636296532737278","1"
"GIGYF1","  1","168","  5","273","0.514815337354971","1"
"GIGYF2","  7","162"," 10","268","0.970423059592454","1"
"GIMAP1","  6","163"," 20","258","0.165215236392495","0.883477940569606"
"GIMAP2","  9","160"," 24","254","0.266863815245282","0.949148852110599"
"GIMAP4","  3","166"," 29","249","0.00114097820819865","0.347980242735379"
"GIMAP5"," 12","157"," 16","262","0.712970377320316","1"
"GIMAP6"," 11","158"," 36","242","0.0461874100238679","0.685742481328244"
"GIMAP7","  4","165"," 32","246","0.00109191961247761","0.347980242735379"
"GIMAP8"," 14","155"," 43","235","0.0392317298157742","0.685742481328244"
"GIN1","  3","166","  4","274","1","1"
"GINM1","  1","168","  3","275","0.989831728180177","1"
"GINS1","  1","168","  1","277","1","1"
"GINS2","  1","168","  2","276","0.999999999999999","1"
"GINS3","  1","168","  2","276","0.999999999999999","1"
"GINS4","  1","168","  5","273","0.514815337354971","1"
"GIP","  2","167","  4","274","0.999999999999998","1"
"GIPC2","  3","166","  4","274","1","1"
"GIPC3","  5","164","  1","277","0.0585578342193634","0.721981823782294"
"GIPR","  1","168","  2","276","0.999999999999999","1"
"GIT1","  1","168","  6","272","0.367718773581616","1"
"GIT2","  4","165","  7","271","0.999999999999997","1"
"GJA1","  7","162"," 11","267","0.999999999999999","1"
"GJA10","  4","165"," 22","256","0.0263355021059212","0.630935582871782"
"GJA4","  4","165","  3","275","0.502530829071555","1"
"GJA5","  4","165"," 15","263","0.194477478758766","0.883477940569606"
"GJA8","  8","161"," 18","260","0.57940213414016","1"
"GJB2","  3","166","  6","272","0.999999999999998","1"
"GJB3","  2","167","  9","269","0.296308464224681","0.949148852110599"
"GJB4","  1","168"," 12","266","0.0474462366432178","0.685742481328244"
"GJB5","  1","168"," 10","268","0.0941365412071712","0.757847640476094"
"GJB6","  1","168"," 13","265","0.0336606047427446","0.641621884451483"
"GJB7","  1","168","  2","276","0.999999999999999","1"
"GJC1","  2","167","  7","271","0.530748471454201","1"
"GJC2","  2","167","  2","276","1","1"
"GJD2","  1","168"," 11","267","0.0668464323856905","0.722824428847335"
"GK","  4","165","  4","274","0.726519091494007","1"
"GK2"," 17","152"," 32","246","0.74877958481309","1"
"GK5","  1","168","  4","274","0.717302983522395","1"
"GKAP1","  1","168","  5","273","0.514815337354971","1"
"GKN1","  1","168"," 10","268","0.0941365412071712","0.757847640476094"
"GKN2","  1","168","  7","271","0.261990128632664","0.949148852110599"
"GLA","  2","167","  0","278","0.276975847011195","0.949148852110599"
"GLB1","  3","166","  9","269","0.531477381891113","1"
"GLB1L2","  2","167"," 14","264","0.0623919137970669","0.721981823782294"
"GLB1L3","  3","166"," 12","266","0.239607074950008","0.949148852110599"
"GLCCI1","  5","164","  8","270","0.999999999999999","1"
"GLCE","  3","166","  9","269","0.531477381891113","1"
"GLDC","  4","165","  7","271","0.999999999999997","1"
"GLDN"," 10","159"," 12","266","0.593948627139572","1"
"GLE1","  2","167","  6","272","0.699518850960407","1"
"GLG1","  4","165","  8","270","0.982227814027532","1"
"GLI1","  6","163"," 21","257","0.128958671617741","0.806715694828861"
"GLI2"," 19","150"," 35","243","0.78393999493255","1"
"GLI3","  7","162"," 19","259","0.331547906965243","0.987943793141786"
"GLI4","  2","167","  2","276","1","1"
"GLIPR1","  6","163","  9","269","0.999999999999999","1"
"GLIPR1L1","  1","168","  5","273","0.514815337354971","1"
"GLIPR1L2","  1","168","  3","275","0.989831728180177","1"
"GLIS1","  3","166"," 20","258","0.0217894446935953","0.601055453683411"
"GLIS3","  7","162"," 30","248","0.0216166289578911","0.601055453683411"
"GLMP","  1","168","  4","274","0.717302983522395","1"
"GLO1","  1","168","  1","277","1","1"
"GLOD4","  3","166","  8","270","0.67829183294966","1"
"GLOD5","  1","168","  2","276","0.999999999999999","1"
"GLP1R","  6","163"," 14","264","0.61648674666399","1"
"GLP2R","  7","162"," 13","265","0.976843610253101","1"
"GLRA1","  7","162"," 15","263","0.712353595688906","1"
"GLRA2","  2","167"," 10","268","0.218986051780858","0.918488975969745"
"GLRA3","  6","163"," 28","250","0.0193805985543656","0.601055453683411"
"GLRA4","  3","166","  4","274","1","1"
"GLRB","  9","160"," 35","243","0.0194747296899401","0.601055453683411"
"GLRXP3","  1","168","  6","272","0.367718773581616","1"
"GLS","  2","167","  3","275","1","1"
"GLT1D1","  1","168","  6","272","0.367718773581616","1"
"GLT6D1","  6","163"," 10","268","0.999999999999997","1"
"GLT8D2","  6","163","  9","269","0.999999999999999","1"
"GLTPD2","  1","168","  1","277","1","1"
"GLTSCR1","  2","167","  8","270","0.398256320216477","1"
"GLTSCR1L","  5","164"," 15","263","0.330729705849002","0.987943793141786"
"GLTSCR2","  3","166","  2","276","0.571799443202513","1"
"GLUD1","  1","168","  3","275","0.989831728180177","1"
"GLUD2","  5","164","  3","275","0.277704988345572","0.949148852110599"
"GLUL","  1","168","  4","274","0.717302983522395","1"
"GLYAT","  3","166"," 23","255","0.00834037576551038","0.505298650951545"
"GLYATL1","  8","161"," 33","245","0.0179832221264985","0.589641006721061"
"GLYATL1P2","  1","168","  6","272","0.367718773581616","1"
"GLYATL2"," 11","158"," 25","253","0.449298501768051","1"
"GLYCTK","  5","164","  8","270","0.999999999999999","1"
"GLYR1","  3","166","  4","274","1","1"
"GM2A","  1","168","  6","272","0.367718773581616","1"
"GMCL1P1","  2","167","  9","269","0.296308464224681","0.949148852110599"
"GMDS","  2","167","  9","269","0.296308464224681","0.949148852110599"
"GMEB1","  3","166"," 10","268","0.411442908611441","1"
"GMEB2","  1","168"," 12","266","0.0474462366432178","0.685742481328244"
"GMIP","  7","162","  8","270","0.653474627861406","1"
"GML","  4","165"," 10","268","0.65695881885658","1"
"GMPPA","  1","168","  4","274","0.717302983522395","1"
"GMPPB","  2","167","  3","275","1","1"
"GMPR","  2","167","  2","276","1","1"
"GMPR2","  2","167","  3","275","1","1"
"GMPS","  2","167","  9","269","0.296308464224681","0.949148852110599"
"GNA11","  6","163","  7","271","0.73417221769691","1"
"GNA12","  1","168","  1","277","1","1"
"GNA14","  4","165","  9","269","0.809641829012585","1"
"GNA15","  1","168","  7","271","0.261990128632664","0.949148852110599"
"GNAI1","  3","166","  1","277","0.306295342264503","0.967317341596016"
"GNAI2","  3","166","  7","271","0.853088879204452","1"
"GNAI3","  4","165","  8","270","0.982227814027532","1"
"GNAO1","  1","168","  2","276","0.999999999999999","1"
"GNAQ","  2","167"," 10","268","0.218986051780858","0.918488975969745"
"GNAS","  4","165"," 15","263","0.194477478758766","0.883477940569606"
"GNAT1","  3","166","  5","273","0.999999999999998","1"
"GNAT2","  1","168","  6","272","0.367718773581616","1"
"GNAT3","  1","168","  4","274","0.717302983522395","1"
"GNAZ","  2","167","  9","269","0.296308464224681","0.949148852110599"
"GNB1L","  1","168","  6","272","0.367718773581616","1"
"GNB2","  1","168","  2","276","0.999999999999999","1"
"GNB2L1","  2","167","  2","276","1","1"
"GNB3","  1","168","  4","274","0.717302983522395","1"
"GNB4","  2","167","  4","274","0.999999999999998","1"
"GNB5","  1","168","  7","271","0.261990128632664","0.949148852110599"
"GNGT2","  3","166","  8","270","0.67829183294966","1"
"GNL1","  3","166","  6","272","0.999999999999998","1"
"GNL2","  2","167","  5","273","0.908349341118826","1"
"GNL3","  4","165","  5","273","0.946119881195095","1"
"GNL3L","  5","164","  2","276","0.145352037230648","0.842726023943773"
"GNLY","  2","167","  6","272","0.699518850960407","1"
"GNPAT","  2","167","  2","276","1","1"
"GNPDA2","  1","168","  2","276","0.999999999999999","1"
"GNPTAB","  1","168","  6","272","0.367718773581616","1"
"GOLGA1","  1","168","  6","272","0.367718773581616","1"
"GOLGA3","  3","166"," 13","265","0.180748220410221","0.883477940569606"
"GOLGA4","  2","167"," 11","267","0.160967206250196","0.878892839127951"
"GOLGA5","  2","167","  4","274","0.999999999999998","1"
"GOLGA6A","  2","167"," 10","268","0.218986051780858","0.918488975969745"
"GOLGA6B","  1","168","  6","272","0.367718773581616","1"
"GOLGA6C","  1","168","  6","272","0.367718773581616","1"
"GOLGA6L10","  5","164"," 10","268","0.926144913849816","1"
"GOLGA6L2","  1","168","  2","276","0.999999999999999","1"
"GOLGA6L22","  3","166","  1","277","0.306295342264503","0.967317341596016"
"GOLGA6L9","  2","167","  3","275","1","1"
"GOLGA7","  1","168","  1","277","1","1"
"GOLGA8G","  1","168","  1","277","1","1"
"GOLGA8IP","  1","168","  1","277","1","1"
"GOLGB1"," 10","159"," 22","256","0.545330934411234","1"
"GOLIM4","  2","167","  9","269","0.296308464224681","0.949148852110599"
"GOLPH3","  1","168","  5","273","0.514815337354971","1"
"GOLT1A","  6","163","  2","276","0.0685735711938133","0.736897425569311"
"GOLT1B","  1","168","  1","277","1","1"
"GON4L","  8","161"," 24","254","0.173363264464416","0.883477940569606"
"GOPC","  1","168","  6","272","0.367718773581616","1"
"GORAB","  3","166","  7","271","0.853088879204452","1"
"GORASP1","  1","168","  0","278","0.801257783137453","1"
"GORASP2","  2","167","  9","269","0.296308464224681","0.949148852110599"
"GOSR1","  1","168","  3","275","0.989831728180177","1"
"GOSR2","  1","168","  1","277","1","1"
"GOT1","  2","167","  4","274","0.999999999999998","1"
"GOT1L1","  3","166","  6","272","0.999999999999998","1"
"GOT2","  2","167","  8","270","0.398256320216477","1"
"GP1BA","  1","168","  5","273","0.514815337354971","1"
"GP2","  4","165"," 22","256","0.0263355021059212","0.630935582871782"
"GP5","  4","165","  9","269","0.809641829012585","1"
"GP6","  5","164"," 11","267","0.773068202877066","1"
"GP9","  1","168","  5","273","0.514815337354971","1"
"GPA33","  4","165"," 19","259","0.06395404726124","0.721981823782294"
"GPAA1","  1","168","  1","277","1","1"
"GPALPP1","  1","168","  4","274","0.717302983522395","1"
"GPAM","  4","165","  7","271","0.999999999999997","1"
"GPAT2","  4","165","  8","270","0.982227814027532","1"
"GPATCH1","  5","164"," 10","268","0.926144913849816","1"
"GPATCH2","  2","167","  7","271","0.530748471454201","1"
"GPATCH3","  1","168","  9","269","0.132504078985264","0.806715694828861"
"GPATCH8","  4","165"," 24","254","0.0142890618565733","0.568788007759108"
"GPBP1","  2","167","  4","274","0.999999999999998","1"
"GPBP1L1","  3","166","  5","273","0.999999999999998","1"
"GPC1","  3","166","  6","272","0.999999999999998","1"
"GPC2","  1","168","  5","273","0.514815337354971","1"
"GPC3","  7","162","  7","271","0.499114960359793","1"
"GPC4"," 13","156","  4","274","0.00195593528109165","0.418347751887273"
"GPC5"," 13","156"," 37","241","0.0944647183793195","0.757847640476094"
"GPC6","  3","166"," 22","256","0.0115194432697259","0.556152871517475"
"GPCPD1","  3","166","  9","269","0.531477381891113","1"
"GPD1","  3","166"," 10","268","0.411442908611441","1"
"GPD1L","  1","168","  3","275","0.989831728180177","1"
"GPD2","  2","167","  5","273","0.908349341118826","1"
"GPER1","  3","166","  5","273","0.999999999999998","1"
"GPHN","  5","164"," 15","263","0.330729705849002","0.987943793141786"
"GPI","  2","167","  9","269","0.296308464224681","0.949148852110599"
"GPKOW","  2","167","  1","277","0.662131620517469","1"
"GPLD1","  7","162"," 29","249","0.0284975702475525","0.641621884451483"
"GPM6A","  4","165"," 13","265","0.325684207270223","0.987943793141786"
"GPM6B","  3","166","  1","277","0.306295342264503","0.967317341596016"
"GPN1","  2","167","  1","277","0.662131620517469","1"
"GPN2","  1","168","  5","273","0.514815337354971","1"
"GPNMB","  2","167","  3","275","1","1"
"GPR101","  5","164","  4","274","0.446045613889105","1"
"GPR107","  1","168","  5","273","0.514815337354971","1"
"GPR108","  4","165","  3","275","0.502530829071555","1"
"GPR119","  1","168","  9","269","0.132504078985264","0.806715694828861"
"GPR12","  4","165","  9","269","0.809641829012585","1"
"GPR132","  2","167","  5","273","0.908349341118826","1"
"GPR135","  2","167","  1","277","0.662131620517469","1"
"GPR137","  2","167"," 11","267","0.160967206250196","0.878892839127951"
"GPR137B","  3","166","  2","276","0.571799443202513","1"
"GPR139","  9","160"," 21","257","0.472656856469046","1"
"GPR141","  5","164"," 13","265","0.517188578783122","1"
"GPR142","  4","165"," 11","267","0.525863630332","1"
"GPR143","  2","167","  2","276","1","1"
"GPR146","  1","168","  1","277","1","1"
"GPR148","  3","166"," 12","266","0.239607074950008","0.949148852110599"
"GPR149","  6","163"," 21","257","0.128958671617741","0.806715694828861"
"GPR15","  1","168","  4","274","0.717302983522395","1"
"GPR151","  4","165","  3","275","0.502530829071555","1"
"GPR152","  1","168"," 12","266","0.0474462366432178","0.685742481328244"
"GPR155","  3","166"," 11","267","0.315323055617518","0.977353958805452"
"GPR156","  6","163"," 12","266","0.87956944230756","1"
"GPR158","  9","160"," 43","235","0.00199540516551962","0.418347751887273"
"GPR161","  1","168","  7","271","0.261990128632664","0.949148852110599"
"GPR162","  3","166","  6","272","0.999999999999998","1"
"GPR17","  1","168","  1","277","1","1"
"GPR171","  2","167"," 12","266","0.117790639195719","0.806715694828861"
"GPR174","  5","164"," 14","264","0.415675632008957","1"
"GPR176","  4","165"," 13","265","0.325684207270223","0.987943793141786"
"GPR179"," 12","157"," 39","239","0.0374598665260698","0.682878439688714"
"GPR18","  1","168","  5","273","0.514815337354971","1"
"GPR180","  1","168","  3","275","0.989831728180177","1"
"GPR182","  1","168","  6","272","0.367718773581616","1"
"GPR183","  2","167","  5","273","0.908349341118826","1"
"GPR19","  1","168","  6","272","0.367718773581616","1"
"GPR20","  7","162"," 10","268","0.970423059592454","1"
"GPR26","  3","166","  3","275","0.844406085463843","1"
"GPR27","  1","168","  4","274","0.717302983522395","1"
"GPR3","  2","167","  3","275","1","1"
"GPR31","  1","168","  2","276","0.999999999999999","1"
"GPR32","  3","166","  7","271","0.853088879204452","1"
"GPR34","  2","167","  0","278","0.276975847011195","0.949148852110599"
