"","female_1","female_0","male_1","male_0","p_value","adjusted_p_value"
"ATP2C1"," 7","100"," 3","168","0.0792901227281461","1"
"ATP2C2"," 3","104"," 3","168","0.871530895456888","1"
"ATP4A"," 4","103"," 7","164","0.999999999999997","1"
"ATP4B"," 1","106"," 1","170","0.999999999999998","1"
"ATP5A1"," 2","105"," 1","170","0.680353679627556","1"
"ATP5B"," 2","105"," 1","170","0.680353679627556","1"
"ATP5C1"," 1","106"," 4","167","0.693814107308467","1"
"ATP5F1"," 1","106"," 1","170","0.999999999999998","1"
"ATP5G2"," 2","105"," 1","170","0.680353679627556","1"
"ATP5J"," 2","105"," 0","171","0.286865559264561","1"
"ATP5J2"," 1","106"," 1","170","0.999999999999998","1"
"ATP5S"," 3","104"," 2","169","0.593473499958091","1"
"ATP5SL"," 2","105"," 2","169","0.999999999999998","1"
"ATP6AP1"," 2","105"," 3","168","0.999999999999997","1"
"ATP6AP1L","10"," 97"," 9","162","0.285367325025972","1"
"ATP6AP2"," 7","100"," 0","171","0.002751428116422","1"
"ATP6V0A1"," 3","104"," 2","169","0.593473499958091","1"
"ATP6V0A2"," 2","105"," 3","168","0.999999999999997","1"
"ATP6V0A4"," 3","104"," 4","167","0.999999999999997","1"
"ATP6V0B"," 1","106"," 0","171","0.812659244996201","1"
"ATP6V0D1"," 3","104"," 1","170","0.320164865085647","1"
"ATP6V0D2"," 1","106"," 3","168","0.967330798322832","1"
"ATP6V0E2"," 2","105"," 3","168","0.999999999999997","1"
"ATP6V1A"," 1","106"," 1","170","0.999999999999998","1"
"ATP6V1B1"," 6","101"," 1","170","0.0272817440165634","1"
"ATP6V1B2"," 2","105"," 3","168","0.999999999999997","1"
"ATP6V1C1"," 1","106"," 4","167","0.693814107308467","1"
"ATP6V1C2"," 3","104"," 5","166","0.999999999999999","1"
"ATP6V1D"," 4","103"," 2","169","0.312518692037205","1"
"ATP6V1E1"," 2","105"," 0","171","0.286865559264561","1"
"ATP6V1F"," 1","106"," 0","171","0.812659244996201","1"
"ATP6V1H"," 5","102"," 4","167","0.470610920420767","1"
"ATP7A"," 6","101"," 4","167","0.274440673629528","1"
"ATP7B"," 4","103","10","161","0.616512611474512","1"
"ATP8A1"," 3","104"," 2","169","0.593473499958091","1"
"ATP8A2"," 7","100"," 6","165","0.382315802619587","1"
"ATP8B1"," 7","100"," 5","166","0.253851274561557","1"
"ATP8B2"," 4","103"," 3","168","0.52612126455169","1"
"ATP8B3"," 6","101"," 2","169","0.0742730361279885","1"
"ATP8B4"," 9"," 98"," 4","167","0.0412222916758063","1"
"ATP8B5P"," 2","105"," 4","167","1","1"
"ATP9A"," 5","102"," 8","163","0.999999999999998","1"
"ATP9B"," 4","103"," 3","168","0.52612126455169","1"
"ATPAF1"," 2","105"," 1","170","0.680353679627556","1"
"ATR"," 9"," 98"," 8","163","0.314093926017632","1"
"ATRAID"," 1","106"," 0","171","0.812659244996201","1"
"ATRIP"," 3","104"," 1","170","0.320164865085647","1"
"ATRN"," 1","106"," 5","166","0.492383561795919","1"
"ATRNL1"," 9"," 98"," 8","163","0.314093926017632","1"
"ATRX","17"," 90"," 1","170","1.62981601218847e-06","0.0291052543456617"
"ATXN1"," 3","104"," 8","163","0.642653358310553","1"
"ATXN10"," 3","104"," 0","171","0.108492141381498","1"
"ATXN2"," 6","101"," 1","170","0.0272817440165634","1"
"ATXN2L"," 8"," 99"," 8","163","0.477630835748701","1"
"ATXN3L"," 3","104"," 2","169","0.593473499958091","1"
"ATXN7"," 8"," 99"," 5","166","0.144988827819325","1"
"ATXN7L1"," 1","106"," 0","171","0.812659244996201","1"
"ATXN7L2"," 3","104"," 4","167","0.999999999999997","1"
"AUH"," 5","102"," 2","169","0.155403873458458","1"
"AUNIP"," 1","106"," 0","171","0.812659244996201","1"
"AUP1"," 3","104"," 1","170","0.320164865085647","1"
"AURKA"," 3","104"," 0","171","0.108492141381498","1"
"AURKB"," 2","105"," 3","168","0.999999999999997","1"
"AURKC"," 4","103"," 3","168","0.52612126455169","1"
"AUTS2"," 7","100"," 6","165","0.382315802619587","1"
"AVEN"," 4","103"," 1","170","0.143932341229931","1"
"AVIL"," 1","106"," 2","169","0.999999999999989","1"
"AVL9"," 4","103"," 1","170","0.143932341229931","1"
"AVP"," 1","106"," 2","169","0.999999999999989","1"
"AVPR1A"," 5","102"," 5","166","0.666492643123929","1"
"AVPR1B"," 3","104"," 2","169","0.593473499958091","1"
"AVPR2"," 5","102"," 2","169","0.155403873458458","1"
"AXDND1"," 2","105"," 3","168","0.999999999999997","1"
"AXIN1"," 5","102"," 7","164","0.999999999999996","1"
"AXIN2","11"," 96"," 3","168","0.00396271385321726","1"
"AXL"," 6","101"," 8","163","0.949883313021567","1"
"AZGP1"," 1","106"," 1","170","0.999999999999998","1"
"AZGP1P1"," 1","106"," 0","171","0.812659244996201","1"
"AZIN1"," 1","106"," 2","169","0.999999999999989","1"
"AZIN2"," 3","104"," 3","168","0.871530895456888","1"
"AZU1"," 2","105"," 1","170","0.680353679627556","1"
"B2M","11"," 96"," 4","167","0.00991669150738557","1"
"B3GALNT1"," 2","105"," 1","170","0.680353679627556","1"
"B3GALNT2"," 1","106"," 3","168","0.967330798322832","1"
"B3GALT1"," 1","106"," 4","167","0.693814107308467","1"
"B3GALT2"," 2","105"," 3","168","0.999999999999997","1"
"B3GALT4"," 2","105"," 4","167","1","1"
"B3GALT5"," 2","105"," 0","171","0.286865559264561","1"
"B3GALT6"," 1","106"," 2","169","0.999999999999989","1"
"B3GALTL"," 5","102"," 4","167","0.470610920420767","1"
"B3GAT1"," 1","106"," 3","168","0.967330798322832","1"
"B3GAT2"," 2","105"," 1","170","0.680353679627556","1"
"B3GNT3"," 5","102"," 0","171","0.0169036633661737","1"
"B3GNT4"," 3","104"," 2","169","0.593473499958091","1"
"B3GNT5"," 6","101"," 3","168","0.156214349402009","1"
"B3GNT6"," 2","105"," 3","168","0.999999999999997","1"
"B3GNT8"," 1","106"," 1","170","0.999999999999998","1"
"B3GNT9"," 1","106"," 1","170","0.999999999999998","1"
"B4GALNT1"," 1","106"," 2","169","0.999999999999989","1"
"B4GALNT2"," 2","105"," 3","168","0.999999999999997","1"
"B4GALNT3"," 6","101"," 1","170","0.0272817440165634","1"
"B4GALNT4"," 7","100"," 5","166","0.253851274561557","1"
"B4GALT1"," 2","105"," 0","171","0.286865559264561","1"
"B4GALT2"," 2","105"," 2","169","0.999999999999998","1"
"B4GALT4"," 5","102"," 1","170","0.0631423104346593","1"
"B4GALT5"," 6","101"," 5","166","0.423355181774913","1"
"B4GALT6"," 3","104"," 0","171","0.108492141381498","1"
"B4GALT7"," 1","106"," 1","170","0.999999999999998","1"
"B4GAT1"," 1","106"," 2","169","0.999999999999989","1"
"B9D1"," 2","105"," 0","171","0.286865559264561","1"
"B9D2"," 3","104"," 0","171","0.108492141381498","1"
"BAAT"," 2","105"," 1","170","0.680353679627556","1"
"BACE1"," 2","105"," 1","170","0.680353679627556","1"
"BACE2"," 1","106"," 0","171","0.812659244996201","1"
"BACH1"," 4","103"," 1","170","0.143932341229931","1"
"BACH2"," 5","102"," 3","168","0.294814949816856","1"
"BAD"," 3","104"," 1","170","0.320164865085647","1"
"BAG1"," 1","106"," 2","169","0.999999999999989","1"
"BAG3"," 4","103"," 2","169","0.312518692037205","1"
"BAG4"," 5","102"," 1","170","0.0631423104346593","1"
"BAG5"," 2","105"," 3","168","0.999999999999997","1"
"BAG6"," 4","103"," 4","167","0.756327580501328","1"
"BAGE2"," 1","106"," 7","164","0.244296807802006","1"
"BAHCC1"," 3","104"," 4","167","0.999999999999997","1"
"BAHD1"," 8"," 99"," 0","171","0.00111589658840535","1"
"BAIAP2"," 1","106"," 1","170","0.999999999999998","1"
"BAIAP2L1"," 4","103"," 2","169","0.312518692037205","1"
"BAIAP2L2"," 3","104"," 3","168","0.871530895456888","1"
"BAIAP3"," 6","101"," 6","165","0.592979145315639","1"
"BAK1"," 2","105"," 1","170","0.680353679627556","1"
"BAMBI"," 1","106"," 1","170","0.999999999999998","1"
"BANF1"," 1","106"," 0","171","0.812659244996201","1"
"BANK1"," 3","104"," 1","170","0.320164865085647","1"
"BAP1"," 4","103"," 6","165","0.999999999999996","1"
"BARD1"," 7","100"," 2","169","0.0344851247919626","1"
"BARHL1"," 4","103"," 4","167","0.756327580501328","1"
"BARHL2"," 1","106"," 3","168","0.967330798322832","1"
"BARX1"," 3","104"," 1","170","0.320164865085647","1"
"BARX2"," 1","106"," 1","170","0.999999999999998","1"
"BATF"," 1","106"," 0","171","0.812659244996201","1"
"BATF2"," 1","106"," 3","168","0.967330798322832","1"
"BAZ1A"," 8"," 99"," 5","166","0.144988827819325","1"
"BAZ1B"," 3","104"," 4","167","0.999999999999997","1"
"BAZ2A"," 5","102"," 3","168","0.294814949816856","1"
"BAZ2B"," 5","102"," 7","164","0.999999999999996","1"
"BBC3"," 1","106"," 0","171","0.812659244996201","1"
"BBOX1"," 1","106"," 0","171","0.812659244996201","1"
"BBS10"," 2","105"," 3","168","0.999999999999997","1"
"BBS12"," 5","102"," 2","169","0.155403873458458","1"
"BBS2"," 1","106"," 1","170","0.999999999999998","1"
"BBS5"," 2","105"," 3","168","0.999999999999997","1"
"BBS7"," 4","103"," 4","167","0.756327580501328","1"
"BBS9","10"," 97"," 2","169","0.00307032778629051","1"
"BBX"," 3","104"," 6","165","0.999999999999996","1"
"BCAM"," 3","104"," 4","167","0.999999999999997","1"
"BCAN"," 7","100"," 2","169","0.0344851247919626","1"
"BCAP29"," 3","104"," 3","168","0.871530895456888","1"
"BCAP31"," 1","106"," 1","170","0.999999999999998","1"
"BCAR1"," 2","105"," 3","168","0.999999999999997","1"
"BCAR3"," 2","105"," 2","169","0.999999999999998","1"
"BCAS1"," 3","104"," 6","165","0.999999999999996","1"
"BCAS3"," 3","104"," 6","165","0.999999999999996","1"
"BCAT2"," 2","105"," 3","168","0.999999999999997","1"
"BCHE"," 6","101","11","160","0.982283686520675","1"
"BCKDHA"," 3","104"," 2","169","0.593473499958091","1"
"BCKDHB"," 1","106"," 3","168","0.967330798322832","1"
"BCKDK"," 4","103"," 2","169","0.312518692037205","1"
"BCL11A","13"," 94"," 7","164","0.0219744665097852","1"
"BCL11B"," 4","103"," 3","168","0.52612126455169","1"
"BCL2"," 4","103"," 1","170","0.143932341229931","1"
"BCL2L11"," 1","106"," 1","170","0.999999999999998","1"
"BCL2L12"," 1","106"," 0","171","0.812659244996201","1"
"BCL2L13"," 3","104"," 1","170","0.320164865085647","1"
"BCL2L14"," 1","106"," 1","170","0.999999999999998","1"
"BCL2L15"," 1","106"," 1","170","0.999999999999998","1"
"BCL2L2"," 2","105"," 1","170","0.680353679627556","1"
"BCL3"," 4","103"," 3","168","0.52612126455169","1"
"BCL6"," 7","100"," 2","169","0.0344851247919626","1"
"BCL6B"," 4","103"," 2","169","0.312518692037205","1"
"BCL7A"," 2","105"," 2","169","0.999999999999998","1"
"BCL7C"," 2","105"," 3","168","0.999999999999997","1"
"BCL9"," 6","101"," 4","167","0.274440673629528","1"
"BCL9L"," 7","100"," 9","162","0.856476519814733","1"
"BCLAF1"," 4","103"," 7","164","0.999999999999997","1"
"BCO1"," 2","105"," 1","170","0.680353679627556","1"
"BCO2"," 6","101"," 2","169","0.0742730361279885","1"
"BCOR","10"," 97","10","161","0.389956178698257","1"
"BCORL1","15"," 92"," 8","163","0.0115055119284706","1"
"BCR"," 2","105"," 3","168","0.999999999999997","1"
"BCRP4"," 1","106"," 1","170","0.999999999999998","1"
"BCS1L"," 3","104"," 1","170","0.320164865085647","1"
"BDH1"," 2","105"," 2","169","0.999999999999998","1"
"BDKRB1"," 1","106"," 4","167","0.693814107308467","1"
"BDNF"," 3","104"," 5","166","0.999999999999999","1"
"BDP1"," 9"," 98"," 7","164","0.215206577218694","1"
"BECN1"," 2","105"," 4","167","1","1"
"BEND2"," 4","103"," 2","169","0.312518692037205","1"
"BEND3"," 5","102"," 3","168","0.294814949816856","1"
"BEND4"," 2","105"," 3","168","0.999999999999997","1"
"BEND5"," 1","106"," 1","170","0.999999999999998","1"
"BEND6"," 2","105"," 2","169","0.999999999999998","1"
"BEND7"," 1","106"," 0","171","0.812659244996201","1"
"BEST1"," 1","106"," 2","169","0.999999999999989","1"
"BEST2"," 2","105"," 2","169","0.999999999999998","1"
"BEST3"," 6","101"," 4","167","0.274440673629528","1"
"BEST4"," 1","106"," 1","170","0.999999999999998","1"
"BEX1"," 2","105"," 0","171","0.286865559264561","1"
"BEX2"," 2","105"," 0","171","0.286865559264561","1"
"BEX4"," 1","106"," 0","171","0.812659244996201","1"
"BFAR"," 3","104"," 2","169","0.593473499958091","1"
"BFSP1"," 1","106"," 2","169","0.999999999999989","1"
"BFSP2"," 1","106"," 2","169","0.999999999999989","1"
"BGLAP"," 1","106"," 0","171","0.812659244996201","1"
"BHLHB9"," 6","101"," 0","171","0.00680119430324822","1"
"BHLHE22"," 6","101"," 3","168","0.156214349402009","1"
"BHMT"," 1","106"," 2","169","0.999999999999989","1"
"BHMT2"," 3","104"," 0","171","0.108492141381498","1"
"BICC1"," 6","101"," 6","165","0.592979145315639","1"
"BICD1"," 7","100"," 4","167","0.151881563145337","1"
"BICD2"," 2","105"," 2","169","0.999999999999998","1"
"BID"," 1","106"," 1","170","0.999999999999998","1"
"BIN1"," 3","104"," 2","169","0.593473499958091","1"
"BIN2"," 1","106"," 2","169","0.999999999999989","1"
"BIN3"," 3","104"," 0","171","0.108492141381498","1"
"BIRC2"," 3","104"," 2","169","0.593473499958091","1"
"BIRC3"," 3","104"," 4","167","0.999999999999997","1"
"BIRC5"," 2","105"," 0","171","0.286865559264561","1"
"BIRC6","12"," 95","14","157","0.527409196625056","1"
"BIRC7"," 5","102"," 0","171","0.0169036633661737","1"
"BIRC8"," 1","106"," 3","168","0.967330798322832","1"
"BIVM-ERCC5"," 3","104"," 0","171","0.108492141381498","1"
"BLID"," 1","106"," 3","168","0.967330798322832","1"
"BLK"," 3","104"," 3","168","0.871530895456888","1"
"BLM"," 6","101"," 3","168","0.156214349402009","1"
"BLMH"," 1","106"," 1","170","0.999999999999998","1"
"BLNK"," 2","105"," 4","167","1","1"
"BLOC1S3"," 1","106"," 0","171","0.812659244996201","1"
"BLOC1S5-TXNDC5"," 3","104"," 0","171","0.108492141381498","1"
"BLOC1S6"," 3","104"," 0","171","0.108492141381498","1"
"BLVRA"," 2","105"," 0","171","0.286865559264561","1"
"BLZF1"," 3","104"," 2","169","0.593473499958091","1"
"BMI1"," 5","102"," 3","168","0.294814949816856","1"
"BMP1"," 6","101"," 2","169","0.0742730361279885","1"
"BMP10"," 1","106"," 1","170","0.999999999999998","1"
"BMP2"," 3","104"," 0","171","0.108492141381498","1"
"BMP2K"," 3","104"," 3","168","0.871530895456888","1"
"BMP3"," 4","103"," 2","169","0.312518692037205","1"
"BMP4"," 2","105"," 4","167","1","1"
"BMP5"," 4","103"," 3","168","0.52612126455169","1"
"BMP6"," 5","102"," 3","168","0.294814949816856","1"
"BMP7"," 1","106"," 1","170","0.999999999999998","1"
"BMP8B"," 2","105"," 1","170","0.680353679627556","1"
"BMPER"," 4","103"," 3","168","0.52612126455169","1"
"BMPR1A"," 4","103"," 5","166","0.980013824497191","1"
"BMPR1B"," 2","105"," 3","168","0.999999999999997","1"
"BMPR2"," 9"," 98"," 7","164","0.215206577218694","1"
"BMS1"," 4","103"," 6","165","0.999999999999996","1"
"BMS1P1"," 2","105"," 0","171","0.286865559264561","1"
"BMX"," 2","105"," 1","170","0.680353679627556","1"
"BNC1"," 4","103"," 6","165","0.999999999999996","1"
"BNC2"," 5","102","13","158","0.474411672579089","1"
"BNIP1"," 1","106"," 2","169","0.999999999999989","1"
"BNIP3L"," 8"," 99"," 6","165","0.233984347266704","1"
"BNIP3P1"," 2","105"," 4","167","1","1"
"BOC","11"," 96"," 7","164","0.0735826870450054","1"
"BOD1L1","11"," 96"," 8","163","0.119512298508445","1"
"BOP1"," 3","104"," 1","170","0.320164865085647","1"
"BORA"," 3","104"," 2","169","0.593473499958091","1"
"BPGM"," 1","106"," 3","168","0.967330798322832","1"
"BPI"," 1","106"," 4","167","0.693814107308467","1"
"BPIFA1"," 2","105"," 1","170","0.680353679627556","1"
"BPIFA2"," 3","104"," 1","170","0.320164865085647","1"
"BPIFA3"," 1","106"," 2","169","0.999999999999989","1"
"BPIFB1"," 1","106"," 1","170","0.999999999999998","1"
"BPIFB4"," 3","104"," 4","167","0.999999999999997","1"
"BPIFB6"," 4","103"," 3","168","0.52612126455169","1"
"BPIFC"," 2","105"," 0","171","0.286865559264561","1"
"BPNT1"," 3","104"," 0","171","0.108492141381498","1"
"BPTF","11"," 96"," 7","164","0.0735826870450054","1"
"BRAF"," 9"," 98"," 5","166","0.0794630426429035","1"
"BRAP"," 2","105"," 2","169","0.999999999999998","1"
"BRAT1"," 5","102"," 4","167","0.470610920420767","1"
"BRCA1"," 2","105"," 4","167","1","1"
"BRCA2"," 9"," 98","13","158","0.988205816373091","1"
"BRCC3"," 1","106"," 1","170","0.999999999999998","1"
"BRD1","10"," 97"," 4","167","0.0204785547116704","1"
"BRD2"," 4","103"," 5","166","0.980013824497191","1"
"BRD3"," 4","103"," 4","167","0.756327580501328","1"
"BRD4","10"," 97"," 3","168","0.00866204438141242","1"
"BRD7"," 2","105"," 3","168","0.999999999999997","1"
"BRD8"," 4","103"," 6","165","0.999999999999996","1"
"BRD9"," 3","104"," 1","170","0.320164865085647","1"
"BRDT"," 3","104"," 3","168","0.871530895456888","1"
"BRDTP1"," 1","106"," 0","171","0.812659244996201","1"
"BRF1"," 6","101"," 5","166","0.423355181774913","1"
"BRF2"," 3","104"," 1","170","0.320164865085647","1"
"BRI3BP"," 1","106"," 0","171","0.812659244996201","1"
"BRICD5"," 2","105"," 1","170","0.680353679627556","1"
"BRINP1"," 6","101","10","161","0.999999999999998","1"
"BRINP2"," 6","101"," 3","168","0.156214349402009","1"
"BRINP3"," 7","100"," 8","163","0.691792007826165","1"
"BRIP1"," 3","104"," 1","170","0.320164865085647","1"
"BRK1"," 1","106"," 1","170","0.999999999999998","1"
"BRMS1"," 4","103"," 1","170","0.143932341229931","1"
"BRMS1L"," 4","103"," 1","170","0.143932341229931","1"
"BROX"," 2","105"," 3","168","0.999999999999997","1"
"BRPF1"," 7","100"," 3","168","0.0792901227281461","1"
"BRPF3"," 3","104"," 5","166","0.999999999999999","1"
"BRS3"," 2","105"," 0","171","0.286865559264561","1"
"BRSK1"," 4","103"," 3","168","0.52612126455169","1"
"BRSK2"," 2","105"," 0","171","0.286865559264561","1"
"BRWD1","12"," 95","10","161","0.166170540993629","1"
"BRWD3","15"," 92"," 4","167","0.000446826065599852","1"
"BSCL2"," 2","105"," 2","169","0.999999999999998","1"
"BSG"," 3","104"," 1","170","0.320164865085647","1"
"BSN","15"," 92","10","161","0.0355833159423613","1"
"BSPRY"," 2","105"," 2","169","0.999999999999998","1"
"BST1"," 1","106"," 1","170","0.999999999999998","1"
"BSX"," 1","106"," 0","171","0.812659244996201","1"
"BTAF1"," 8"," 99"," 7","164","0.346193434216405","1"
"BTBD1"," 4","103"," 1","170","0.143932341229931","1"
"BTBD10"," 3","104"," 1","170","0.320164865085647","1"
"BTBD11","10"," 97","10","161","0.389956178698257","1"
"BTBD16"," 1","106"," 1","170","0.999999999999998","1"
"BTBD17"," 1","106"," 0","171","0.812659244996201","1"
"BTBD2"," 2","105"," 1","170","0.680353679627556","1"
"BTBD3"," 3","104"," 6","165","0.999999999999996","1"
"BTBD6"," 2","105"," 0","171","0.286865559264561","1"
"BTBD7"," 7","100"," 5","166","0.253851274561557","1"
"BTBD8"," 3","104"," 0","171","0.108492141381498","1"
"BTBD9"," 5","102"," 1","170","0.0631423104346593","1"
"BTC"," 1","106"," 0","171","0.812659244996201","1"
"BTF3"," 1","106"," 0","171","0.812659244996201","1"
"BTF3L4"," 1","106"," 1","170","0.999999999999998","1"
"BTF3P11"," 1","106"," 0","171","0.812659244996201","1"
"BTG3"," 3","104"," 0","171","0.108492141381498","1"
"BTG4"," 1","106"," 2","169","0.999999999999989","1"
"BTK"," 4","103"," 1","170","0.143932341229931","1"
"BTN1A1"," 3","104"," 2","169","0.593473499958091","1"
"BTN2A1"," 3","104"," 1","170","0.320164865085647","1"
"BTN2A2"," 4","103"," 4","167","0.756327580501328","1"
"BTN2A3P"," 1","106"," 3","168","0.967330798322832","1"
"BTN3A1"," 1","106"," 3","168","0.967330798322832","1"
"BTN3A2"," 2","105"," 3","168","0.999999999999997","1"
"BTN3A3"," 1","106"," 2","169","0.999999999999989","1"
"BTNL3"," 2","105"," 2","169","0.999999999999998","1"
"BTNL8"," 4","103"," 2","169","0.312518692037205","1"
"BTNL9"," 2","105"," 1","170","0.680353679627556","1"
"BTRC"," 4","103"," 5","166","0.980013824497191","1"
"BUB1"," 2","105"," 2","169","0.999999999999998","1"
"BUB1B"," 7","100"," 3","168","0.0792901227281461","1"
"BUB3"," 2","105"," 1","170","0.680353679627556","1"
"BUD13"," 2","105"," 1","170","0.680353679627556","1"
"BUD31"," 1","106"," 3","168","0.967330798322832","1"
"BVES"," 3","104"," 2","169","0.593473499958091","1"
"BYSL"," 1","106"," 1","170","0.999999999999998","1"
"BZRAP1"," 8"," 99"," 4","167","0.0805392474924275","1"
"BZW1"," 3","104"," 2","169","0.593473499958091","1"
"BZW2"," 8"," 99"," 3","168","0.038902185841299","1"
"C10orf10"," 2","105"," 1","170","0.680353679627556","1"
"C10orf12"," 5","102"," 6","165","0.866338712001005","1"
"C10orf128"," 2","105"," 0","171","0.286865559264561","1"
"C10orf2"," 3","104"," 1","170","0.320164865085647","1"
"C10orf32"," 1","106"," 0","171","0.812659244996201","1"
"C10orf35"," 2","105"," 0","171","0.286865559264561","1"
"C10orf62"," 1","106"," 2","169","0.999999999999989","1"
"C10orf71"," 2","105"," 6","165","0.669376764406716","1"
"C10orf76"," 4","103"," 1","170","0.143932341229931","1"
"C10orf88"," 5","102"," 1","170","0.0631423104346593","1"
"C10orf90"," 5","102"," 6","165","0.866338712001005","1"
"C10orf91"," 1","106"," 0","171","0.812659244996201","1"
"C11orf16"," 1","106"," 0","171","0.812659244996201","1"
"C11orf30"," 1","106"," 5","166","0.492383561795919","1"
"C11orf42"," 1","106"," 0","171","0.812659244996201","1"
"C11orf45"," 1","106"," 2","169","0.999999999999989","1"
"C11orf49"," 2","105"," 3","168","0.999999999999997","1"
"C11orf52"," 1","106"," 1","170","0.999999999999998","1"
"C11orf53"," 3","104"," 1","170","0.320164865085647","1"
"C11orf54"," 1","106"," 1","170","0.999999999999998","1"
"C11orf57"," 7","100"," 5","166","0.253851274561557","1"
"C11orf58"," 1","106"," 2","169","0.999999999999989","1"
"C11orf63"," 8"," 99"," 6","165","0.233984347266704","1"
"C11orf65"," 2","105"," 0","171","0.286865559264561","1"
"C11orf68"," 1","106"," 0","171","0.812659244996201","1"
"C11orf70"," 3","104"," 0","171","0.108492141381498","1"
"C11orf71"," 1","106"," 0","171","0.812659244996201","1"
"C11orf73"," 1","106"," 2","169","0.999999999999989","1"
"C11orf80"," 4","103"," 2","169","0.312518692037205","1"
"C11orf84"," 1","106"," 2","169","0.999999999999989","1"
"C11orf85"," 1","106"," 1","170","0.999999999999998","1"
"C11orf87"," 2","105"," 1","170","0.680353679627556","1"
"C11orf88"," 1","106"," 2","169","0.999999999999989","1"
"C11orf94"," 2","105"," 0","171","0.286865559264561","1"
"C12orf10"," 3","104"," 0","171","0.108492141381498","1"
"C12orf29"," 1","106"," 0","171","0.812659244996201","1"
"C12orf4"," 1","106"," 1","170","0.999999999999998","1"
"C12orf40"," 4","103"," 1","170","0.143932341229931","1"
"C12orf42"," 2","105"," 4","167","1","1"
"C12orf43"," 1","106"," 0","171","0.812659244996201","1"
"C12orf45"," 3","104"," 1","170","0.320164865085647","1"
"C12orf49"," 2","105"," 1","170","0.680353679627556","1"
"C12orf56"," 2","105"," 0","171","0.286865559264561","1"
"C12orf65"," 1","106"," 0","171","0.812659244996201","1"
"C12orf66"," 2","105"," 2","169","0.999999999999998","1"
"C12orf71"," 2","105"," 0","171","0.286865559264561","1"
"C12orf74"," 1","106"," 1","170","0.999999999999998","1"
"C14orf105"," 3","104"," 1","170","0.320164865085647","1"
"C14orf119"," 1","106"," 1","170","0.999999999999998","1"
"C14orf159"," 1","106"," 1","170","0.999999999999998","1"
"C14orf166"," 2","105"," 0","171","0.286865559264561","1"
"C14orf169"," 4","103"," 2","169","0.312518692037205","1"
"C14orf183"," 1","106"," 0","171","0.812659244996201","1"
"C14orf28"," 1","106"," 0","171","0.812659244996201","1"
"C14orf37"," 1","106"," 3","168","0.967330798322832","1"
"C14orf39"," 4","103"," 0","171","0.0424384823215139","1"
"C14orf93"," 1","106"," 3","168","0.967330798322832","1"
"C15orf26"," 2","105"," 2","169","0.999999999999998","1"
"C15orf27"," 3","104"," 6","165","0.999999999999996","1"
"C15orf39"," 7","100"," 2","169","0.0344851247919626","1"
"C15orf40"," 2","105"," 3","168","0.999999999999997","1"
"C15orf48"," 1","106"," 1","170","0.999999999999998","1"
"C15orf52"," 5","102"," 1","170","0.0631423104346593","1"
"C15orf53"," 1","106"," 2","169","0.999999999999989","1"
"C15orf54"," 1","106"," 1","170","0.999999999999998","1"
"C15orf57"," 1","106"," 0","171","0.812659244996201","1"
"C15orf59"," 2","105"," 1","170","0.680353679627556","1"
"C16orf46"," 1","106"," 2","169","0.999999999999989","1"
"C16orf54"," 1","106"," 0","171","0.812659244996201","1"
"C16orf58"," 4","103"," 2","169","0.312518692037205","1"
"C16orf62"," 3","104"," 4","167","0.999999999999997","1"
"C16orf70"," 2","105"," 3","168","0.999999999999997","1"
"C16orf71"," 1","106"," 6","165","0.347429588219492","1"
"C16orf72"," 1","106"," 0","171","0.812659244996201","1"
"C16orf78"," 2","105"," 2","169","0.999999999999998","1"
"C16orf86"," 1","106"," 1","170","0.999999999999998","1"
"C16orf89"," 2","105"," 3","168","0.999999999999997","1"
"C16orf90"," 3","104"," 0","171","0.108492141381498","1"
"C16orf92"," 2","105"," 3","168","0.999999999999997","1"
"C16orf93"," 1","106"," 2","169","0.999999999999989","1"
"C17orf104"," 1","106"," 0","171","0.812659244996201","1"
"C17orf107"," 3","104"," 3","168","0.871530895456888","1"
"C17orf47"," 1","106"," 4","167","0.693814107308467","1"
"C17orf53"," 2","105"," 2","169","0.999999999999998","1"
"C17orf62"," 2","105"," 0","171","0.286865559264561","1"
"C17orf64"," 1","106"," 1","170","0.999999999999998","1"
"C17orf70"," 4","103"," 1","170","0.143932341229931","1"
"C17orf74"," 5","102"," 3","168","0.294814949816856","1"
"C17orf75"," 1","106"," 1","170","0.999999999999998","1"
"C17orf78"," 1","106"," 0","171","0.812659244996201","1"
"C17orf80"," 3","104"," 1","170","0.320164865085647","1"
"C17orf98"," 2","105"," 1","170","0.680353679627556","1"
"C18orf25"," 2","105"," 1","170","0.680353679627556","1"
"C18orf54"," 2","105"," 2","169","0.999999999999998","1"
"C18orf8"," 3","104"," 3","168","0.871530895456888","1"
"C19orf12"," 3","104"," 2","169","0.593473499958091","1"
"C19orf18"," 1","106"," 0","171","0.812659244996201","1"
"C19orf24"," 2","105"," 0","171","0.286865559264561","1"
"C19orf25"," 1","106"," 0","171","0.812659244996201","1"
"C19orf26"," 5","102"," 1","170","0.0631423104346593","1"
"C19orf35"," 1","106"," 0","171","0.812659244996201","1"
"C19orf40"," 1","106"," 1","170","0.999999999999998","1"
"C19orf44"," 3","104"," 4","167","0.999999999999997","1"
"C19orf47"," 3","104"," 3","168","0.871530895456888","1"
"C19orf48"," 1","106"," 1","170","0.999999999999998","1"
